city,state,zipcode,county,employer_name,case_number
MALVERN ,PENNSYLVANIA ,19355 ,CHESTER ,"HEALTHCARE PARTNERS PHILADEPHIC, LLC ",I-200-16235-157022 
SUNNYVALE ,CALIFORNIA ,94085 ,SANTA CLARA ,"GUNJAN CUTTING EDGE SOLUTIONS, INC ",I-200-16365-282661 
BLOOMINGTON ,ILLINOIS ,61701 ,MCLEAN ,"GUNJAN CUTTING EDGE SOLUTIONS, INC. ",I-200-16312-288100 
BLOOMINGTON ,ILLINOIS ,61701 ,MCLEAN ,"GUNJAN CUTTING EDGE SOLUTIONS, INC. ",I-200-16117-983506 
ALBANY ,NEW YORK ,12202 ,NEW YORK ,GREEN TECH HIGH CHARTER SCHOOL ,I-200-16294-325562 
CHARLOTTE ,NORTH CAROLINA ,28273-9640 ,MECKLENBURG ,"SIEMENS ENERGY, INC. ",I-200-16333-966707 
FORT PAYNE ,ALABAMA ,35967 ,DEKALB ,"SIEMENS ENERGY, INC. ",I-200-16334-728680 
ORLANDO ,FLORIDA ,32826 ,ORANGE ,"SIEMENS ENERGY, INC. ",I-200-16333-399733 
ORLANDO ,FLORIDA ,32826 ,ORANGE ,"SIEMENS ENERGY, INC. ",I-200-16320-729362 
HOUSTON ,TEXAS ,77020 ,HARRIS ,"SIEMENS ENERGY, INC. ",I-200-16279-057041 
CHARLOTTE ,NORTH CAROLINA ,28273 ,MECKLENBURG ,"SIEMENS ENERGY, INC. ",I-200-16285-887520 
ORLANDO ,FLORIDA ,32826 ,ORANGE ,"SIEMENS ENERGY, INC. ",I-200-16277-292547 
HOUSTON ,TEXAS ,77020 ,HARRIS ,"SIEMENS ENERGY, INC. ",I-200-16270-791436 
CHARLOTTE ,NORTH CAROLINA ,28273 ,MECKLENBURG ,"SIEMENS ENERGY, INC. ",I-200-16256-180359 
MT. VERNON ,OHIO ,43050 ,KNOX ,"SIEMENS ENERGY, INC. ",I-200-16202-826810 
CHARLOTTE ,NORTH CAROLINA ,28273 ,MECKLENBURG ,"SIEMENS ENERGY, INC. ",I-200-16188-622272 
CHARLOTTE ,NORTH CAROLINA ,28273-9640 ,MECKLENBURG ,"SIEMENS ENERGY, INC. ",I-200-16190-637152 
ORLANDO ,FLORIDA ,32826 ,ORANGE ,"SIEMENS ENERGY, INC. ",I-200-16155-656560 
NEW YORK ,NEW YORK ,10038 ,NEW YORK ,"NAGARRO, INC. ",I-200-16358-865299 
JACKSONVILLE ,FLORIDA ,32202 ,DUVAL ,"NAGARRO, INC. ",I-200-16358-875983 
NEW YORK ,NEW YORK ,10038 ,NEW YORK ,"NAGARRO, INC. ",I-200-16358-853967 
NEW YORK ,NEW YORK ,10038 ,NEW YORK ,"NAGARRO, INC. ",I-200-16357-220208 
NEW YORK ,NEW YORK ,10038 ,NEW YORK ,"NAGARRO, INC. ",I-200-16357-853210 
NEW YORK ,NEW YORK ,10038 ,NEW YORK ,"NAGARRO, INC. ",I-200-16357-738815 
NEW YORK ,NEW YORK ,10038 ,NEW YORK ,"NAGARRO, INC. ",I-200-16357-544823 
NEW YORK ,NEW YORK ,18036 ,NEW YORK ,"NAGARRO, INC. ",I-200-16356-773005 
