city,state,zipcode,county,employer_name,case_number
EAST WINDSOR ,NEW JERSEY ,08520 ,MERCER ,EZ SOLUTIONS INC ,I-200-16168-540539 
MANCHESTER ,CONNECTICUT ,06042 ,HARTFORD ,"TALENT IT SERVICES, INC. ",I-200-16362-037131 
MANCHESTER ,CONNECTICUT ,06042 ,HARTFORD ,"TALENT IT SERVICES, INC. ",I-200-16328-074359 
"MANCHESTER, ",CONNECTICUT ,06042 ,HARTFORD ,"TALENT IT SERVICES, INC. ",I-200-16313-284552 
MANCHESTER ,CONNECTICUT ,06042 ,HARTFORD ,"TALENT IT SERVICES, INC. ",I-200-16270-127834 
MANCHESTER ,COLORADO ,06042 ,HARTFORD ,"TALENT IT SERVICES, INC. ",I-200-16264-541274 
MANCHESTER ,CONNECTICUT ,06042 ,HARTFORD ,"TALENT IT SERVICES, INC. ",I-200-16264-768037 
PLEASANTON ,CALIFORNIA ,94588 ,ALAMEDA ,VECTORSOFT LLC ,I-200-16350-586997 
RICHARDSON ,TEXAS ,75082 ,COLLIN ,VECTORSOFT LLC ,I-200-16313-288364 
NEW YORK ,NEW YORK ,10013 ,NEW YORK ,SWELL INC. ,I-200-16341-927739 
SAN DIEGO ,CALIFORNIA ,92121 ,SAN DIEGO ,"ROSWELL BIOTECHNOLOGIES, INC. ",I-200-16312-386666 
NEW YORK ,NEW YORK ,10013 ,BRONX ,SWELL INC. ,I-200-16313-305947 
BUFFALO ,NEW YORK ,14263 ,ERIE ,ROSWELL PARK CANCER INSTITUTE ,I-200-16307-190695 
BUFFALO ,NEW YORK ,14263 ,ERIE ,"HEALTH RESEARCH INC, ROSWELL PARK CANCER INST DI ",I-200-16292-121616 
BUFFALO ,NEW YORK ,14263 ,ERIE ,"HEALTH RESEARCH INC, ROSWELL PARK CANCER INST DI ",I-200-16287-383171 
BUFFALO ,NEW YORK ,14263 ,ERIE ,"HEALTH RESEARCH INC, ROSWELL PARK CANCER INST DI ",I-200-16292-660611 
BUFFALO ,NEW YORK ,14263 ,ERIE ,ROSWELL PARK CANCER INSTITUTE ,I-200-16236-289285 
LONG BEACH ,CALIFORNIA ,90804 ,LOS ANGELES ,OMYA INC. ,I-200-16313-317248 
LAGRANGE ,ILLINOIS ,60525 ,COOK ,PROGRESS RAIL LOCOMOTIVE INC. ,I-200-16252-627567 
LA GRANGE ,ILLINOIS ,60525 ,COOK ,PROGRESS RAIL LOCOMOTIVE INC. ,I-200-16246-672807 
BUFFALO ,NEW YORK ,14202 ,ERIE ,"NEW ERA CAP CO., INC. ",I-200-16313-323012 
SAN FRANCISCO ,CALIFORNIA ,94104 ,CALIFORNIA ,THE FIN EXPLORATION COMPANY ,I-200-16313-326035 
SACRAMENTO ,CALIFORNIA ,95825 ,CALIFORNIA ,"MEDITAB SOFTWARE, INC. ",I-200-16313-327688 
OAKLAND ,CALIFORNIA ,94621 ,ALAMEDA ,"MEDITAB SOFTWARE, INC. ",I-200-16167-130188 
AUSTIN ,TEXAS ,78703 ,TRAVIS ,"BRIGHT HEALTH, INC. ",I-200-16313-358883 
NEW YORK ,NEW YORK ,10017 ,NEW YORK ,CHANG HWA COMMERCIAL BANK LTD. ,I-200-16313-370477 
BROOKLYN ,NEW YORK ,11209 ,KINGS ,RESEARCH FOUNDATION OF S.U.N.Y. ,I-200-16313-373199 
SOUTHFIELD ,MICHIGAN ,48033 ,OAKLAND ,"BULLSEYE TELECOM, INC. ",I-200-16313-393020 
CAMBRIDGE ,MASSACHUSETTS ,02141 ,MASSACHUSETTS ,"GO AHEAD VACATIONS, INC. ",I-200-16313-399208 
SEATTLE ,WASHINGTON ,98104 ,KING ,"KEVIN HUBER ASSOCIATES, INC. ",I-200-16096-767002 
PLATTEVILLE ,COLORADO ,80651 ,WELD ,AURORA ORGANIC FARMS INC. ,I-200-16313-417030 
NEW YORK ,NEW YORK ,10019 ,NEW YORK ,ELLIOTT MANAGEMENT CORPORATION ,I-200-16341-247079 
NEW YORK ,NEW YORK ,10019 ,NEW YORK ,ELLIOTT MANAGEMENT CORPORATION ,I-200-16334-420680 
NEW YORK ,NEW YORK ,10019 ,NEW YORK ,ELLIOTT MANAGEMENT CORPORATION ,I-200-16313-427742 
LEWISVILLE ,TEXAS ,75067 ,DENTON ,UBERTEJAS LLC ,I-200-16313-435138 
ADDISON ,TEXAS ,75001 ,DALLAS ,"SEVEN TABLETS, INC. ",I-200-16313-440485 
ADDISON ,TEXAS ,75001 ,DALLAS ,"SEVEN TABLETS, INC. ",I-200-16313-758581 
SAN RAMON ,CALIFORNIA ,94583 ,CONTRA COSTA ,"INFISWIFT, INC. ",I-200-16334-611966 
SAN RAMON ,CALIFORNIA ,94583 ,CONTRA COSTA ,"INFISWIFT, INC. ",I-200-16313-460439 
DUNCAN ,SOUTH CAROLINA ,29334 ,SPARTANBURG ,"DOYENSYS, INC. ",I-200-16321-490622 
HOUSTON ,TEXAS ,77002 ,HARRIS ,"DOYENSYS, INC. ",I-200-16313-465186 
PLANO ,TEXAS ,75024 ,COLLIN ,"DOYENSYS, INC. ",I-200-16265-065551 
LA PALMA ,CALIFORNIA ,90623 ,CALIFORNIA ,FRIENDLY FRANCHISEES CORPORATION ,I-200-16313-466787 
NEWTOWN SQUARE ,PENNSYLVANIA ,19073 ,DELAWARE COUNTY ,"PROJECT MANAGEMENT INSTITUTE, INC. ",I-200-16313-474608 
FOLSOM ,CALIFORNIA ,95630 ,SACRAMENTO ,SUSWEE INFOTECH CORP ,I-200-16354-250217 
FOLSOM ,CALIFORNIA ,95630 ,SACRAMENTO ,SUSWEE INFOTECH CORP ,I-200-16347-689742 
SEATTLE ,WASHINGTON ,98198 ,KING ,SUSWEE INFOTECH CORP ,I-200-16313-502490 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"NEW RELIC, INC. ",I-200-16323-698170 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"NEW RELIC, INC. ",I-200-16313-503082 
NEWARK ,CALIFORNIA ,94560 ,ALAMEDA ,PORTAL CONSULTING INC ,I-200-16313-514304 
ANDOVER ,MASSACHUSETTS ,01810 ,ESSEX ,EG LIFE SCIENCES LLC ,I-200-16313-515253 
NEW YORK ,NEW YORK ,10036 ,NEW YORK ,CHINESE NEW MEDIA LLC ,I-200-16316-599048 
UNION CITY ,CALIFORNIA ,94587 ,ALAMEDA ,CHINESE NEW MEDIA LLC ,I-200-16313-539986 
SPRINGFIELD ,MISSOURI ,65807 ,GREENE ,LESTER E. COX MEDICAL CENTERS ,I-200-16313-548948 
SPRINGFIELD ,MISSOURI ,65807 ,GREENE ,LESTER E. COX MEDICAL CENTERS ,I-200-16258-597324 
SAN FRANCISCO ,CALIFORNIA ,94107 ,SAN FRANCISCO ,"DUFFY & CO., CPAS, INC. ",I-200-16313-549980 
SAN FRANCISCO ,CALIFORNIA ,94104 ,SAN FRANCISCO ,"EIS GROUP, INC. ",I-200-16313-742107 
SAN FRANCISCO ,CALIFORNIA ,94104 ,SAN FRANCISCO ,"EIS GROUP, INC. ",I-200-16313-559059 
SAN FRANCISCO ,CALIFORNIA ,94109 ,SAN FRANCISCO ,"ZYPMEDIA, INC. ",I-200-16313-561258 
LAS VEGAS ,NEVADA ,89154 ,CLARK ,"UNIVERSITY OF NEVADA, LAS VEGAS ",I-200-16200-276720 
NEW YORK ,NEW YORK ,10022 ,NEW YORK ,"BRADESCO SECURITIES, INC. ",I-200-16313-601955 
NEW YORK ,NEW YORK ,10003 ,NEW YORK ,UNION REALTIME LLC ,I-200-16323-783942 
NEW YORK ,NEW YORK ,10034 ,NEW YORK ,UNION REALTIME LLC ,I-200-16313-607412 
PHOENIX ,ARIZONA ,85004 ,MARICOPA ,ARIZONA PUBLIC SERVICE CO. ,I-200-16316-033812 
PHOENIX ,ARIZONA ,85004 ,MARICOPA ,ARIZONA PUBLIC SERVICE CO. ,I-200-16313-611961 
ENGLEWOOD ,COLORADO ,80112 ,ARAPAHOE ,"CSG SYSTEMS, INC. ",I-200-16327-415688 
FOSTER CITY ,CALIFORNIA ,94404 ,SAN MATEO ,"CSG, INC. ",I-200-16313-624504 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"CSG SYSTEMS, INC. ",I-200-16307-645671 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"CSG SYSTEMS, INC. ",I-200-16294-527850 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"CSG SYSTEMS, INC. ",I-200-16272-683613 
OMAHA ,NEBRASKA ,68022 ,DOUGLAS ,"CSG SYSTEMS, INC. ",I-200-16271-403360 
OMAHA ,NEBRASKA ,68022 ,DOUGLAS ,"CSG SYSTEMS, INC. ",I-200-16258-551924 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"CSG SYSTEMS, INC. ",I-200-16263-037967 
OMAHA ,NEBRASKA ,68022 ,DOUGLAS ,"CSG SYSTEMS, INC. ",I-200-16252-333124 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"CSG SYSTEMS, INC. ",I-200-16152-984594 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"CSG SYSTEMS, INC. ",I-200-16179-113196 
FOSTER CITY ,CALIFORNIA ,94404 ,CALIFORNIA ,CSG CONSULTANTS INC. ,I-200-16172-628806 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"CSG SYSTEMS, INC. ",I-200-16147-255346 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"CSG SYSTEMS, INC. ",I-200-16124-938680 
OMAHA ,NEBRASKA ,68022 ,DOUGLAS ,"CSG SYSTEMS, INC. ",I-200-16123-136187 
OMAHA ,NEBRASKA ,68022 ,DOUGLAS ,"CSG SYSTEMS, INC. ",I-200-16106-487313 
OMAHA ,NEBRASKA ,68022 ,DOUGLAS ,"CSG SYSTEMS, INC. ",I-200-16110-273912 
RANCHO CORDOVA ,CALIFORNIA ,95670 ,SACRAMENTO ,OCWEN FINANCIAL CORPORATION ,I-200-16313-648257 
REDMOND ,WASHINGTON ,98052 ,KING ,MAKEURCAREER LLC ,I-200-16347-900247 
REDMOND ,WASHINGTON ,98052 ,KING ,MAKEURCAREER LLC ,I-200-16346-046654 
SEATTLE ,WASHINGTON ,98104 ,KING ,MAKEURCAREER LLC ,I-200-16313-654894 
JACKSONVILLE ,FLORIDA ,32204 ,DUVAL ,CHAIN-SYS CORPORATION ,I-200-16314-307991 
SAN FRANCISCO ,CALIFORNIA ,94114 ,SAN FRANCISCO ,"SHIFT TECHNOLOGIES, INC. ",I-200-16313-658916 
BOSTON ,MASSACHUSETTS ,02111 ,SUFFOLK ,"SMARTSHIFT TECHNOLOGIES, INC. ",I-200-16293-794721 
NEW YORK ,NEW YORK ,10018 ,NEW YORK ,"SMARTSHIFT TECHNOLOGIES, INC. ",I-200-16099-965849 
BOSTON ,MASSACHUSETTS ,02114 ,SUFFOLK ,MASSACHUSETTS EYE AND EAR INFIRMARY ,I-200-16232-987684 
MARYSVILLE ,OHIO ,43040 ,UNION COUNTY ,LOGISOFT TECHNOLOGIES INC. ,I-200-16313-674037 
FOSTER CITY ,CALIFORNIA ,94404 ,SAN MATEO ,LOGISOFT TECHNOLOGIES INC. ,I-200-16204-662965 
ENGLEWOOD CLIFFS ,NEW JERSEY ,07632 ,BERGEN ,JLM SYSTEMS INC. ,I-200-16330-233125 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,JLM SYSTEMS INC. ,I-200-16313-681515 
ENGLEWOOD CLIFFS ,NEW JERSEY ,07632 ,BERGEN ,JLM SYSTEMS INC. ,I-200-16265-145542 
MOONACHIE ,NEW JERSEY ,07074 ,BERGEN ,JLM SYSTEMS INC. ,I-200-16130-061871 
RIDGEFIELD PARK ,NEW JERSEY ,07660 ,BERGEN ,JLM SYSTEMS INC. ,I-200-16130-502982 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,MOOV CORPORATION ,I-200-16313-686540 
TROY ,NEW YORK ,12180 ,RENSSELAER ,"DIONA (US), INC ",I-200-16321-207839 
HONOLULU ,HAWAII ,96813 ,HONOLULU ,BLUE ROSE TECHNOLOGIES LLC ,I-200-16343-319882 
WINDCREST ,TEXAS ,78218 ,BAXAR ,BLUE ROSE TECHNOLOGIES LLC ,I-200-16313-698854 
DALLAS ,TEXAS ,75202 ,DALLAS ,TECHDIGITAL CORPORATION ,I-200-16319-825166 
RALEIGH ,MINNESOTA ,27609 ,WAKE ,TECHDIGITAL CORPORATION ,I-200-16313-719516 
RALEIGH ,NORTH CAROLINA ,27609 ,WAKE ,TECHDIGITAL CORPORATION ,I-200-16320-641263 
NEW CASTLE ,DELAWARE ,19720 ,NEW CASTLE ,DELAWARE RIVER AND BAY AUTHORITY ,I-200-16313-741944 
NEW YORK ,NEW YORK ,10017 ,NEW YORK ,BLOOMBERG POLARLAKE USA LLC ,I-200-16313-748495 
JACKSONVILLE ,FLORIDA ,32216 ,DUVAL ,"ADVANCED DENTAL CARE (JACKSONVILLE), PA ",I-200-16313-757245 
LEXINGTON ,MASSACHUSETTS ,02421 ,MIDDLESEX ,SHIRE HUMAN GENETIC THERAPIES INC. ,I-200-16323-140140 
LEXINGTON ,MASSACHUSETTS ,02421 ,MIDDLESEX ,SHIRE HUMAN GENETIC THERAPIES INC. ,I-200-16321-803292 
LEXINGTON ,MASSACHUSETTS ,02421 ,MIDDLESEX ,SHIRE HUMAN GENETIC THERAPIES INC. ,I-200-16313-758189 
LEXINGTON ,MASSACHUSETTS ,02421 ,MIDDLESEX ,SHIRE HUMAN GENETIC THERAPIES INC. ,I-200-16259-290847 
LEXINGTON ,MASSACHUSETTS ,02421 ,MIDDLESEX ,SHIRE HUMAN GENETIC THERAPIES INC. ,I-200-16110-425155 
BRONX ,NEW YORK ,10456 ,BRONX ,GAVS TECHNOLOGIES NA INC. ,I-200-16345-647419 
BOULDER ,COLORADO ,80301 ,BOULDER ,GAVS TECHNOLOGIES NA INC. ,I-200-16321-399556 
BRONX ,NEW YORK ,10456 ,BRONX ,GAVS TECHNOLOGIES NA INC. ,I-200-16313-770068 
SAN JOSE ,CALIFORNIA ,95134 ,SANTA CLARA ,"CYNOSOFT SOLUTIONS, INC. ",I-200-16354-230160 
ADA ,MICHIGAN ,49355 ,KENT ,"CYNOSOFT SOLUTIONS, INC. ",I-200-16313-770235 
TAMPA ,FLORIDA ,33618 ,HILLSBOROUGH ,"CYNOSOFT SOLUTIONS, INC. ",I-200-16244-862957 
ORLANDO ,FLORIDA ,32810 ,ORANGE ,"CYNOSOFT SOLUTIONS, INC. ",I-200-16168-935276 
LOS ANGELES ,CALIFORNIA ,90017 ,LOS ANGELES ,"CYNOSOFT SOLUTIONS, INC. ",I-200-16099-076266 
PLYMOUTH ,MINNESOTA ,55447 ,HENNEPIN ,"PROMED PHARMA, LLC ",I-200-16313-778600 
LAKE FOREST WAY ,CALIFORNIA ,92630 ,ORANGE ,"ANG TECHNOLOGIES, INC. ",I-200-16313-793951 
UNION ,NEW JERSEY ,07083 ,UNION ,"RANG TECHNOLOGIES, INC. ",I-200-16252-913698 
WAYNE ,PENNSYLVANIA ,19087 ,DELAWARE ,"RANG TECHNOLOGIES, INC. ",I-200-16176-094550 
IRVINE ,CALIFORNIA ,92612 ,ORANGE ,STELLUS TECHNOLOGIES INC. ,I-200-16313-828987 
AUSTIN ,TEXAS ,78731 ,TRAVIS ,"ZENG'S FABRIC, LLC ",I-200-16323-517914 
HAMEL ,MINNESOTA ,55340 ,HENNEPIN ,"LORAM MAINTENANCE OF WAY, INC. ",I-200-16313-833592 
TUCSON ,ARIZONA ,85701 ,PIMA ,CRYSTAL GLOBE CONSCIOUS ENTERPRISE LLC ,I-200-16321-977250 
BELLEVUE ,WASHINGTON ,98007 ,KING ,SYNOPHIA INC ,I-200-16313-944744 
BELLEVUE ,WASHINGTON ,98007 ,KING ,SYNOPHIA INC ,I-200-16313-953877 
BELLEVUE ,WASHINGTON ,98007 ,KING ,SYNOPHIA INC ,I-200-16313-942468 
BELLEVUE ,WASHINGTON ,98007 ,KING ,SYNOPHIA INC ,I-200-16313-836169 
BELLEVUE ,WASHINGTON ,98007 ,KING ,SYNOPHIA INC ,I-200-16242-729103 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,BIG HEALTH INC. ,I-200-16313-837185 
ROCKVILLE ,MARYLAND ,20850 ,MONTGOMERY ,"KMM TECHNOLOGIES, INC. ",I-200-16313-838071 
ROCKVILLE ,MARYLAND ,20850 ,MONTGOMERY ,"KMM TECHNOLOGIES, INC. ",I-200-16208-941064 
SEATTLE ,WASHINGTON ,98109 ,KING ,SEATTLE CANCER CARE ALLIANCE ,I-200-16313-864733 
SEATTLE ,WASHINGTON ,98109 ,KING ,SEATTLE CANCER CARE ALLIANCE ,I-200-16242-256246 
SEATTLE ,WASHINGTON ,98109 ,KING ,SEATTLE CANCER CARE ALLIANCE ,I-200-16106-935038 
SEATTLE ,WASHINGTON ,98109 ,KING ,SEATTLE CANCER CARE ALLIANCE ,I-200-16109-500525 
PRINCESS ANNE ,MARYLAND ,21853 ,SOMERSET ,UNIVERSITY OF MARYLAND EASTERN SHORE ,I-200-16313-889844 
KISSIMMEE ,FLORIDA ,34758 ,OSCEOLA ,"FLORIDA IPS MEDICAL SERVICES, P.A. ",I-200-16313-890181 
PHOENIX ,ARIZONA ,85003 ,MARICOPA ,"VERTEX CONSULTING SERVICES, INC. ",I-200-16314-644407 
SCHAUMBURG ,ILLINOIS ,60173 ,COOK ,"VERTEX CONSULTING SERVICES, INC. ",I-200-16313-892475 
PLANO ,TEXAS ,75024 ,COLLIN ,"BENEFIT HARBOR, LP ",I-200-16313-899361 
RICHARDSON ,TEXAS ,75082 ,COLLIN ,US TECHNOLOGIES CORPORATION ,I-200-16313-899495 
BETHESDA ,MARYLAND ,20814 ,MONTGOMERY ,"EXPEDITEINFOTECH, INC. ",I-200-16313-939924 
MADISON ,MISSISSIPPI ,39110 ,MADISON ,"COMPUMATRICE, INC. ",I-200-16313-942685 
VACAVILLE ,CALIFORNIA ,95688 ,SOLANO ,"PREMIER REHAB, INC ",I-200-16355-458391 
FREMONT ,CALIFORNIA ,94536 ,ALAMEDA ,"PREMIER REHAB, INC ",I-200-16355-475557 
BAKERSFIELD ,CALIFORNIA ,93305 ,KERN ,"PREMIER REHAB, INC ",I-200-16355-937869 
VACAVILLE ,CALIFORNIA ,95688 ,SOLANO ,"PREMIER REHAB, INC ",I-200-16355-036959 
VACAVILLE ,CALIFORNIA ,95688 ,SOLANO ,"PREMIER REHAB, INC ",I-200-16354-075535 
HOUSTON ,TEXAS ,77041 ,HARRIS ,"PREMIER OILFIELD LABORATORIES, LLC ",I-200-16335-008768 
HOUSTON ,TEXAS ,77083 ,HARRIS ,"PREMIER TECHNOLOGIES, INC. ",I-200-16335-763425 
HAMILTON ,NEW JERSEY ,08690 ,MERCER ,"PREMIER CONSULTING GROUP, INC. ",I-200-16327-062385 
IRVING ,TEXAS ,75038 ,DALLAS ,"PREMIER DESIGNS, INC. ",I-200-16327-889607 
CHARLOTTE ,NORTH CAROLINA ,28277 ,MECKLENBURG ,"PREMIER, INC. ",I-200-16313-947724 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16307-159274 
HOUSTON ,TEXAS ,77083 ,HARRIS ,"PREMIER TECHNOLOGIES, INC. ",I-200-16307-817498 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16294-685080 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16293-956610 
EMERYVILLE ,CALIFORNIA ,94608 ,ALAMEDA ,PREMIER NUTRITION CORPORATION ,I-200-16292-028120 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16288-479638 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16288-421904 
DURHAM ,NORTH CAROLINA ,27709 ,DURHAM ,"PREMIER RESEARCH INTERNATIONAL, LLC. ",I-200-16285-255264 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16286-526878 
TROY ,MICHIGAN ,48084 ,OAKLAND ,"PREMIER FOOD SUPPLIES, LLC ",I-200-16281-567615 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16280-399188 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16279-194115 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16279-008728 
HOUSTON ,TEXAS ,77032 ,HARRIS ,"PREMIERE, INC. ",I-200-16266-196067 
LINCOLN PARK ,MICHIGAN ,48146 ,WAYNE ,"PREMIER HOME PHARMACY OF MI, LLC ",I-200-16259-145666 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16217-883572 
MCLEAN ,VIRGINIA ,22101 ,FAIRFAX ,PREMIERE REALTY LLC ,I-200-16203-611041 
HOUSTON ,TEXAS ,77083 ,HARRIS ,"PREMIER TECHNOLOGIES, INC. ",I-200-16193-785277 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16176-800306 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16176-238494 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16173-442537 
HOUSTON ,TEXAS ,77083 ,HARRIS ,"PREMIER TECHNOLOGIES, INC. ",I-200-16172-875450 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16161-434120 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16158-982049 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,"PREMIER IT SOLUTIONS, INC ",I-200-16139-921342 
