city,state,zipcode,county,employer_name,case_number
STONY BROOK ,NEW YORK ,11794-6040 ,SUFFOLK ,STATE UNIVERSITY OF NEW YORK AT STONY BROOK ,I-200-16286-091924 
STONY BROOK ,NEW YORK ,11794 ,SUFFOLK ,STATE UNIVERSITY OF NEW YORK AT STONY BROOK ,I-200-16300-254287 
STONY BROOK ,NEW YORK ,11794-8322 ,SUFFOLK ,STATE UNIVERSITY OF NEW YORK AT STONY BROOK ,I-200-16285-480013 
STONY BROOK ,NEW YORK ,11794-8460 ,SUFFOLK ,STATE UNIVERSITY OF NEW YORK AT STONY BROOK ,I-200-16218-202956 
AUBURN HILLS ,MICHIGAN ,48326 ,OAKLAND ,"CONTINENTAL AUTOMOTIVE SYSTEMS HOLDING US, INC. ",I-200-16298-018907 
HOUSTON ,TEXAS ,77038 ,HARRIS ,HARMONY SCHOOL OF ADVANCEMENT ,I-200-16267-473044 
REDMOND ,WASHINGTON ,98052 ,KING ,"SLALOM, LLC ",I-200-16308-573069 
SEATTLE ,WASHINGTON ,98104 ,KING ,"SLALOM, LLC ",I-200-16308-095624 
PALO ALTO ,CALIFORNIA ,94301 ,SANTA CLARA ,"SLALOM, LLC ",I-200-16306-394274 
NEW YORK ,NEW YORK ,10010 ,NEW YORK ,"SLALOM, LLC ",I-200-16307-674928 
NORTHBROOK ,ILLINOIS ,60062 ,COOK ,"SLALOM, LLC ",I-200-16305-895432 
CHICAGO ,ILLINOIS ,60601 ,COOK ,"SLALOM, LLC ",I-200-16305-003542 
NEWARK ,NEW JERSEY ,07102 ,ESSEX ,"SLALOM, LLC ",I-200-16292-072703 
NEW BRUNSWICK ,NEW JERSEY ,08901 ,MIDDLESEX ,"SLALOM, LLC ",I-200-16292-240927 
NEW YORK ,NEW YORK ,10010 ,NEW YORK ,"SLALOM, LLC ",I-200-16292-465071 
PALO ALTO ,CALIFORNIA ,94301 ,SANTA CLARA ,"SLALOM, LLC ",I-200-16279-838535 
PALO ALTO ,CALIFORNIA ,94301 ,SANTA CLARA ,"SLALOM, LLC ",I-200-16279-970384 
NEW YORK ,NEW YORK ,10010 ,NEW YORK ,"SLALOM, LLC ",I-200-16270-357026 
REDMOND ,WASHINGTON ,98052 ,KING ,"SLALOM, LLC ",I-200-16256-970311 
SEATTLE ,WASHINGTON ,98104 ,KING ,"SLALOM, LLC ",I-200-16256-427809 
SAN DIEGO ,CALIFORNIA ,92121 ,SAN DIEGO ,"SLALOM, LLC ",I-200-16245-405907 
IRVINE ,CALIFORNIA ,92618 ,ORANGE ,"SLALOM, LLC ",I-200-16245-337237 
SEATTLE ,WASHINGTON ,98104 ,KING ,"SLALOM, LLC ",I-200-16239-637840 
RENTON ,WASHINGTON ,98057 ,KING ,"SLALOM, LLC ",I-200-16239-669886 
SEATTLE ,WASHINGTON ,98104 ,KING ,"SLALOM, LLC ",I-200-16239-514103 
ATLANTA ,GEORGIA ,30346 ,DEKALB ,"SLALOM, LLC ",I-200-16238-850004 
ATLANTA ,GEORGIA ,30326 ,FULTON ,"SLALOM, LLC ",I-200-16238-975399 
NEW YORK ,NEW YORK ,10036 ,NEW YORK ,"SLALOM, LLC ",I-200-16237-109335 
NEW YORK ,NEW YORK ,10010 ,NEW YORK ,"SLALOM, LLC ",I-200-16237-121368 
BOSTON ,MASSACHUSETTS ,02166 ,SUFFOLK ,"SLALOM, LLC ",I-200-16210-330574 
WESTWOOD ,MASSACHUSETTS ,02090 ,NORFOLK ,"SLALOM, LLC ",I-200-16210-906980 
BOSTON ,MASSACHUSETTS ,02166 ,SUFFOLK ,"SLALOM, LLC ",I-200-16210-520145 
WALTHAM ,MASSACHUSETTS ,02451 ,MIDDLESEX ,"SLALOM, LLC ",I-200-16210-822859 
SAN RAMON ,CALIFORNIA ,94583 ,CONTRA COSTA ,"SLALOM, LLC ",I-200-16179-988839 
SAN BRUNO ,CALIFORNIA ,94066 ,SAN MATEO ,"SLALOM, LLC ",I-200-16179-241577 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"SLALOM, LLC ",I-200-16179-643067 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"SLALOM, LLC ",I-200-16161-035594 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"SLALOM, LLC ",I-200-16161-629095 
LAGRANGE ,ILLINOIS ,60525 ,COOK ,"ELECTRO-MOTIVE DIESEL,  INC. ",I-200-16137-893035 
LOMBARD ,ILLINOIS ,60148 ,DUPAGE ,UNITED SOFTWARE GROUP INC. ,I-200-16354-812215 
BUFFALO GROVE ,ILLINOIS ,60089 ,LAKE ,UNITED SOFTWARE GROUP INC. ,I-200-16327-343342 
BLOOMINGTON ,ILLINOIS ,61701 ,MCLEAN ,UNITED SOFTWARE GROUP INC. ,I-200-16321-207759 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,UNITED SOFTWARE GROUP INC. ,I-200-16315-396218 
AUBURN HILLS ,MICHIGAN ,48326 ,OAKLAND ,UNITED SOFTWARE GROUP INC. ,I-200-16301-490196 
JOHNSTON ,IOWA ,50131 ,POLK ,UNITED SOFTWARE GROUP INC. ,I-200-16291-752389 
SUNRISE ,FLORIDA ,33323 ,BROWARD ,UNITED SOFTWARE GROUP INC. ,I-200-16286-136485 
ATLANTA ,GEORGIA ,30308 ,FULTON ,UNITED SOFTWARE GROUP INC. ,I-200-16274-119557 
SUMMIT ,NEW JERSEY ,07901 ,UNION ,UNITED SOFTWARE GROUP INC. ,I-200-16257-396791 
CALEDONIA ,MICHIGAN ,49316 ,KENT ,UNITED SOFTWARE GROUP INC. ,I-200-16250-772135 
GRAND RAPIDS ,MICHIGAN ,49544 ,KENT ,UNITED SOFTWARE GROUP INC. ,I-200-16239-432485 
PITTSBURG ,PENNSYLVANIA ,15222 ,ALLEGHENY ,UNITED SOFTWARE GROUP INC. ,I-200-16202-385636 
CLEVELAND ,OHIO ,44135 ,CUYAHOGA ,UNITED SOFTWARE GROUP INC. ,I-200-16202-956471 
AUBURN HILLS ,MICHIGAN ,48326 ,OAKLAND ,UNITED SOFTWARE GROUP INC. ,I-200-16189-616686 
PHOENIX ,ARIZONA ,85034 ,MARICOPA ,UNITED SOFTWARE GROUP INC. ,I-200-16166-035864 
WARREN ,MICHIGAN ,48903 ,MACOMB ,UNITED SOFTWARE GROUP INC. ,I-200-16162-994487 
CHARLOTTE ,NORTH CAROLINA ,28202 ,MECKLENBURG ,UNITED SOFTWARE GROUP INC. ,I-200-16134-298708 
STRONGSVILLE ,OHIO ,44136 ,CUYAHOGA ,UNITED SOFTWARE GROUP INC. ,I-200-16132-948278 
COLUMBUS ,GEORGIA ,31901 ,MUSCOGEE ,TSYS ,I-200-16336-765476 
ALPHARETTA ,GEORGIA ,30022 ,FULTON ,TSYS ,I-200-16305-805615 
ROCHESTER ,NEW YORK ,14623 ,MONROE ,"ANITSYS, INC ",I-200-16280-820867 
COLUMBUS ,GEORGIA ,31901 ,MUSCOGEE ,TSYS ,I-200-16200-492485 
COLUMBUS ,GEORGIA ,31901 ,MUSCOGEE ,TSYS ,I-200-16182-178928 
FORT SMITH ,ARKANSAS ,72919 ,SEBASTIAN ,"LIONBRIDGE TECHNOLOGIES, INC. ",I-200-16103-729590 
EL PASO ,TEXAS ,79924 ,EL PASO ,HARMONY SCHOOL OF INNOVATION-EL PASO ,I-200-16267-869187 
WASHINGTON ,DISTRICT OF COLUMBIA ,20036 ,DISTRICT OF COLUMBIA ,THOMAS B. FORDHAM FOUNDATION ,I-200-16294-080562 
MECLENBURG ,NORTH CAROLINA ,28262 ,CHARLOTTE ,"SOURCE MANTRA, INC. ",I-200-16364-884393 
SANTA CLARITA ,CALIFORNIA ,91355 ,LOS ANGELES ,"SOURCE MANTRA, INC. ",I-200-16309-161343 
TAMPA ,FLORIDA ,33610 ,HILLSBOROUGH ,"SOURCE MANTRA, INC. ",I-200-16309-516924 
RICHMOND ,VIRGINIA ,23869 ,HENRICO ,SOURCE MANTRA INC. ,I-200-16224-023148 
IOWA CITY ,IOWA ,52242 ,JOHNSON ,THE UNIVERSITY OF IOWA ,I-200-16355-340603 
IOWA CITY ,IOWA ,52242 ,JOHNSON ,THE UNIVERSITY OF IOWA ,I-200-16336-779009 
IOWA CITY ,IOWA ,52242 ,JOHNSON ,THE UNIVERSITY OF IOWA ,I-200-16323-132032 
IOWA CITY ,IOWA ,52242 ,JOHNSON ,THE UNIVERSITY OF IOWA ,I-200-16316-545345 
