city,state,zipcode,county,employer_name,case_number
SAN CARLOS ,ARIZONA ,85550 ,GILA ,SAN CARLOS UNIFIED SCHOOL DISTRICT NO. 20 ,I-200-16250-382889 
LOS GATOS ,CALIFORNIA ,95032 ,SANTA CLARA ,"ROKU, INC. ",I-200-16323-954888 
LOS GATOS ,CALIFORNIA ,95032 ,SANTA CLARA ,"ROKU, INC. ",I-200-16316-068365 
LOS GATOS ,CALIFORNIA ,95032 ,SANTA CLARA ,"ROKU, INC. ",I-200-16315-461194 
LOS GATOS ,CALIFORNIA ,95032 ,SANTA CLARA ,"ROKU, INC. ",I-200-16292-597737 
SAN DIEGO ,CALIFORNIA ,92121 ,SAN DIEGO ,ADTILE TECHNOLOGIES INC. ,I-200-16307-755197 
BOCA RATON ,FLORIDA ,33413 ,PALM BEACH ,ADT LLC ,I-200-16295-840074 
IRVING ,TEXAS ,75063 ,DALLAS ,ADT LLC ,I-200-16292-598988 
JACKSONVILLE ,FLORIDA ,32256 ,DUVAL ,"ADTHEORENT, INC. ",I-200-16285-813302 
INWOOD ,NEW YORK ,11096 ,NEW YORK ,AVIGAIL EISENSTADT DESIGN GROUP LLC ,I-200-16258-232089 
PLEASANT PRAIRIE ,WISCONSIN ,53158 ,KENOSHA ,"ULINE, INC. ",I-200-16323-072751 
PLEASANT PRAIRIE ,WISCONSIN ,53158 ,KENOSHA ,"ULINE, INC. ",I-200-16319-738834 
PLEASANT PRAIRIE ,WISCONSIN ,53158 ,KENOSHA ,"ULINE, INC. ",I-200-16266-853482 
SOUTH PLAINFIELD ,NEW JERSEY ,07080 ,MIDDLESEX ,"ADMERA HEALTH, LLC ",I-200-16292-602762 
EL DORADO ,ARKANSAS ,71730 ,UNION ,CHEMTURA CORPORATION ,I-200-16292-604920 
EL DORADO ,ARKANSAS ,71730 ,UNION ,CHEMTURA CORPORATION ,I-200-16292-834548 
TOTOWA ,NEW JERSEY ,07512 ,PASSAIC ,RELIANCE ELECTRONICS INC. ,I-200-16292-613667 
PARSIPPANY-TROY HILLS ,NEW JERSEY ,07054 ,MORRIS ,"RESOURCE INFORMATICS GROUP, INC. ",I-200-16337-134315 
CHICAGO ,ILLINOIS ,60606 ,COOK ,"RESOURCE INFORMATICS GROUP, INC. ",I-200-16320-907815 
AUSTIN ,TEXAS ,78703 ,TRAVIS ,"RESOURCE INFORMATICS GROUP, INC. ",I-200-16301-997236 
VERNON HILLS ,ILLINOIS ,60061 ,LAKE ,"RESOURCE INFORMATICS GROUP, INC. ",I-200-16293-451082 
MOSSVILLE ,ILLINOIS ,61552 ,PEORIA ,"RESOURCE INFORMATICS GROUP, INC. ",I-200-16293-498036 
DALLAS ,TEXAS ,75236 ,DALLAS ,"RESOURCE INFORMATICS GROUP, INC. ",I-200-16292-637844 
OAKLAND ,CALIFORNIA ,94612 ,ALAMEDA ,"RESOURCE INFORMATICS GROUP, INC ",I-200-16174-431522 
NORTH QUINCY ,MASSACHUSETTS ,02171 ,NORFOLK ,INBIZ CONCEPTS INC ,I-200-16341-313204 
CHARLOTTE ,NORTH CAROLINA ,28262 ,MECKLENBURG ,"INBIZ CONCEPTS, INC. ",I-200-16335-633064 
