city,state,zipcode,county,employer_name,case_number
JERSEY CITY ,NEW JERSEY ,07310-1616 ,HUDSON ,"AIRYSOFT, INC ",I-200-16362-554191 
JERSEY CITY ,NEW JERSEY ,07310-1616 ,HUDSON ,"AIRYSOFT, INC ",I-200-16362-012420 
TEMPLE TERRACE ,FLORIDA ,33637 ,HILLSBOROUGH ,"AIRYSOFT, INC. ",I-200-16351-971730 
NEWARK ,DELAWARE ,19702 ,NEW CASTLE ,"AIRYSOFT, INC. ",I-200-16349-805356 
SAN JOSE ,CALIFORNIA ,95134 ,SANTA CLARA ,"AIRYSOFT, INC. ",I-200-16336-769907 
DALLAS ,TEXAS ,75202 ,DALLAS ,"AIRYSOFT, INC. ",I-200-16336-422685 
WEST DES MOINES ,IOWA ,50266 ,POLK ,"AIRYSOFT, INC. ",I-200-16326-361770 
NEW YORK ,NEW YORK ,10004 ,NEW YORK ,"AIRYSOFT, INC. ",I-200-16324-031921 
SACRAMENTO ,CALIFORNIA ,95811 ,SACRAMENTO ,"AIRYSOFT, INC. ",I-200-16321-546275 
JERSEY CITY ,NEW JERSEY ,07310 ,HUDSON ,"AIRYSOFT, INC. ",I-200-16316-054557 
OVERLAND PARK ,KANSAS ,66221 ,JOHNSON ,"AIRYSOFT, INC. ",I-200-16285-731357 
CHICAGO ,ILLINOIS ,60606 ,COOK ,"AIRYSOFT, INC ",I-200-16197-442220 
SAN LEANDRO ,CALIFORNIA ,94577 ,ALAMEDA ,"AIRYSOFT, INC ",I-200-16197-197289 
COLUMBUS ,OHIO ,43230 ,FRANKLIN ,BNS INTERNATIONAL INC ,I-200-16341-751454 
HARRISBURG ,PENNSYLVANIA ,17101 ,DAUPHIN ,BNS INTERNATIONAL INC ,I-200-16340-679294 
COLUMBUS ,OHIO ,43230 ,FRANKLIN ,BNS INTERNATIONAL INC ,I-200-16285-732974 
PROVIDENCE ,RHODE ISLAND ,02903 ,PROVIDENCE ,BNS INTERNATIONAL INC ,I-200-16222-855618 
BELLEVUE ,WASHINGTON ,98004 ,KING ,"APPTIO, INC. ",I-200-16285-832085 
BELLEVUE ,WASHINGTON ,98004 ,KING ,"APPTIO, INC. ",I-200-16285-734039 
BERKLEY ,CALIFORNIA ,94704 ,ALAMEDA COUNTY ,US TEKRECRUIT LLC ,I-200-16285-739201 
CORNELIUS ,NORTH CAROLINA ,28031 ,MECKLENBURG ,"INTERSOFT DATA LABS, INC. ",I-200-16335-172549 
WESTCHESTER ,ILLINOIS ,60162 ,COOK ,"INTERSOFT DATA LABS, INC. ",I-200-16295-874843 
WESTCHESTER ,ILLINOIS ,60162 ,COOK ,"INTERSOFT DATA LABS, INC. ",I-200-16285-742252 
WESTCHESTER ,ILLINOIS ,60162 ,COOK ,"INTERSOFT DATA LABS, INC. ",I-200-16252-293349 
WESTCHESTER ,ILLINOIS ,60154 ,COOK ,"INTERSOFT DATA LABS, INC. ",I-200-16238-854054 
WESTCHESTER ,ILLINOIS ,60154 ,COOK ,"INTERSOFT DATA LABS, INC. ",I-200-16230-320686 
KEW GARDENS ,NEW YORK ,11415 ,QUEENS ,INFORICK CORP. ,I-200-16285-743691 
KEW GARDENS ,NEW YORK ,11415 ,QUEENS ,INFORICK CORP. ,I-200-16285-981898 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"COEUR MINING, INC ",I-200-16285-743780 
PRINCETON ,NEW JERSEY ,08540 ,MERCER ,"TRINITY PARTNERS, LLC ",I-200-16298-101442 
WALTHAM ,MASSACHUSETTS ,02451 ,MIDDLESEX ,"TRINITY PARTNERS, LLC ",I-200-16286-175507 
SAN ANTONIO ,TEXAS ,78207 ,BEXAR ,UNIVERSITY OF TEXAS AT SAN ANTONIO ,I-200-16286-113212 
SAN ANTONIO ,TEXAS ,78207 ,BEXAR ,UNIVERSITY OF TEXAS AT SAN ANTONIO ,I-200-16285-749180 
SAN ANTONIO ,TEXAS ,78249 ,BEXAR ,UNIVERSITY OF TEXAS AT SAN ANTONIO ,I-200-16194-318570 
SAN BRUNO ,CALIFORNIA ,94066 ,SAN MATEO ,ANNIK INC. ,I-200-16333-219739 
SAN BRUNO ,CALIFORNIA ,94066 ,SAN MATEO ,ANNIK INC. ,I-200-16285-752877 
NEWARK ,DELAWARE ,19711 ,NEW CASTLE ,"QPS, LLC ",I-200-16236-035828 
CEDAR RAPIDS ,IOWA ,52402 ,LINN ,AA SOLUTIONS INC ,I-200-16293-596548 
CEDAR RAPIDS ,IOWA ,52498 ,LINN ,AA SOLUTIONS INC ,I-200-16293-398413 
CEDAR RAPIDS ,NEBRASKA ,52498 ,BOONE ,AA SOLUTIONS INC ,I-200-16285-760147 
MENLO PARK ,CALIFORNIA ,94025 ,SAN MATEO ,ORRION LLC ,I-200-16292-747669 
SAN RAMON ,ILLINOIS ,94583 ,CONTRA COSTA ,ORRION LLC ,I-200-16285-761937 
MEMPHIS ,TENNESSEE ,38157 ,SHELBY ,"AICOMP CONSULTING, INC. ",I-200-16285-762766 
MALVERN ,PENNSYLVANIA ,19355 ,CHESTER ,"NMS CAPITAL ASSET MANAGEMENT, INC. ",I-200-16335-599019 
MALVERN ,PENNSYLVANIA ,19355 ,CHESTER ,"NMS CAPITAL ASSET MANAGEMENT, INC. ",I-200-16285-768338 
SOUTHFIELD ,MICHIGAN ,48075 ,MICHIGAN ,"NEXCESS.NET, LLC ",I-200-16285-768397 
NEW YORK ,NEW YORK ,10019 ,NEW YORK ,ELLIOT MANAGEMENT CORPORATION ,I-200-16285-768772 
NEW YORK ,NEW YORK ,10019 ,NEW YORK ,ELLIOT MANAGEMENT CORPORATION ,I-200-16153-279279 
PHILADELPHIA ,PENNSYLVANIA ,19103 ,PHILADELPHIA ,"INTERACTIVE BROADBAND CONSULTING GROUP, LLC ",I-200-16294-431089 
PHILADELPHIA ,PENNSYLVANIA ,19103 ,PHILADELPHIA ,"INTERACTIVE BROADBAND CONSULTING GROUP, LLC ",I-200-16173-664546 
HOUSTON ,TEXAS ,77002 ,HARRIS ,"LISKOW & LEWIS, APLC ",I-200-16291-872917 
HOUSTON ,TEXAS ,77002 ,HARRIS ,"LISKOW & LEWIS, APLC ",I-200-16291-412153 
HOUSTON ,TEXAS ,77002 ,HARRIS ,"LISKOW & LEWIS, APLC ",I-200-16291-767468 
LOMBARD ,ILLINOIS ,60148 ,DUPAGE ,"INNOVATIVE CONSULTING SOLUTIONS, LLC ",I-200-16341-116797 
SAN FRANCISCO ,CALIFORNIA ,94104 ,SAN FRANCISCO ,"INNOVATIVE CONSULTING SOLUTIONS, LLC ",I-200-16326-002734 
HOFFMAN ESTATES ,ILLINOIS ,60169 ,COOK ,"INNOVATIVE CONSULTING SOLUTIONS, LLC ",I-200-16319-272191 
SANTA CLARA ,CALIFORNIA ,95054 ,SANTA CLARA ,"INNOVATIVE CONSULTING SOLUTIONS, LLC ",I-200-16263-541889 
LAWRENCE ,KANSAS ,66046 ,DOUGLAS ,"INNOVATIVE CONSULTING SOLUTIONS, LLC ",I-200-16263-810181 
SOUTH SAN FRANCISCO ,CALIFORNIA ,94080 ,SAN MATEO ,"INNOVATIVE CONSULTING, INC. ",I-200-16302-067043 
RESTON ,VIRGINIA ,20190 ,FAIRFAX ,"INNOVATIVE CONSULTING SOLUTIONS, LLC ",I-200-16295-159324 
ATLANTA ,GEORGIA ,30334 ,FULTON ,"INNOVATIVE CONSULTING SOLUTIONS, LLC ",I-200-16293-924125 
PRINCETON ,NEW JERSEY ,08540 ,MERCER ,"INNOVATIVE CONSULTING SOLUTIONS, LLC ",I-200-16285-351198 
PORTLAND ,OREGON ,97229 ,OREGON ,"INNOVATIVE CONSULTING, INC. ",I-200-16285-771674 
CHICAGO ,ILLINOIS ,60601 ,COOK ,"INNOVATIVE CONSULTING SOLUTIONS, LLC ",I-200-16263-888172 
