city,state,zipcode,county,employer_name,case_number
MILPITAS ,CALIFORNIA ,95035 ,SANTA CLARA ,"IDC TECHNOLOGIES, INC. ",I-200-16317-012283 
JERSEY CITY ,NEW JERSEY ,07310 ,HUDSON ,JPMORGAN CHASE & CO. ,I-200-16347-701216 
DALLAS ,TEXAS ,75201 ,DALLAS ,JPMORGAN CHASE & CO. ,I-200-16356-456250 
NEW YORK ,NEW YORK ,10017 ,NEW YORK ,JPMORGAN CHASE & CO. ,I-200-16347-643282 
WILMINGTON ,DELAWARE ,19801 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16344-124670 
NEWARK ,DELAWARE ,19713 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16342-451738 
NEW YORK ,NEW YORK ,10017 ,NEW YORK ,JPMORGAN CHASE &AMP; CO. ,I-200-16349-268582 
DALLAS ,TEXAS ,75254 ,DALLAS COUNTY ,JPMORGAN CHASE & CO. ,I-200-16349-497314 
WILMINGTON ,DELAWARE ,19801 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16340-921738 
COLUMBUS ,OHIO ,43240 ,DELAWARE ,JPMORGAN CHASE &AMP; CO. ,I-200-16344-318926 
PHOENIX ,ARIZONA ,85004 ,MARICOPA ,JPMORGAN CHASE & CO. ,I-200-16348-311711 
WILMINGTON ,DELAWARE ,19803 ,NEW CASTLE COUNTY ,JPMORGAN CHASE & CO. ,I-200-16347-963432 
BROOKLYN ,NEW YORK ,11245 ,NEW YORK ,JPMORGAN CHASE & CO. ,I-200-16337-609412 
HOUSTON ,TEXAS ,77002 ,HARRIS ,JPMORGAN CHASE &AMP; CO. ,I-200-16344-440172 
WILMINGTON ,DELAWARE ,19803 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16342-041728 
JERSEY CITY ,NEW JERSEY ,07310-1616 ,HUDSON ,JPMORGAN CHASE & CO. ,I-200-16335-502726 
WILMINGTON ,DELAWARE ,19803 ,NEW CASTLE ,JPMORGAN CHASE &AMP; CO. ,I-200-16341-400606 
NEW YORK ,NEW YORK ,10001 ,NEW YORK ,JPMORGAN CHASE &AMP; CO. ,I-200-16341-072958 
JERSEY CITY ,NEW JERSEY ,07310 ,HUDSON ,JPMORGAN CHASE &AMP; CO. ,I-200-16341-000833 
NEW YORK ,NEW YORK ,10017 ,NEW YORK ,JPMORGAN CHASE & CO. ,I-200-16326-145661 
TAMPA ,FLORIDA ,33634 ,HILLSBOROUGH ,JPMORGAN CHASE &AMP; CO. ,I-200-16341-115698 
BROOKLYN ,NEW YORK ,11245 ,KINGS ,JPMORGAN CHASE & CO. ,I-200-16326-029433 
JERSEY CITY ,NEW JERSEY ,07310 ,HUDSON ,JPMORGAN CHASE &AMP; CO. ,I-200-16340-479493 
NEWARK ,DELAWARE ,19713 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16327-756182 
BROOKLYN ,NEW YORK ,11201 ,KINGS ,JPMORGAN CHASE & CO. ,I-200-16336-960993 
NEW YORK ,NEW YORK ,10179 ,NEW YORK ,JPMORGAN CHASE &AMP; CO. ,I-200-16337-669598 
WILMINGTON ,DELAWARE ,19803 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16336-825632 
NEW YORK ,NEW YORK ,10172 ,NEW YORK ,JPMORGAN CHASE & CO. ,I-200-16326-902617 
WILMINGTON ,DELAWARE ,19803 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16335-511647 
JERSEY CITY ,NEW JERSEY ,07310 ,HUDSON ,JPMORGAN CHASE & CO. ,I-200-16333-961681 
NEWARK ,DELAWARE ,19713 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16323-070879 
NEW YORK ,NEW YORK ,10172 ,NEW YORK ,JPMORGAN CHASE & CO. ,I-200-16334-495743 
NEWARK ,DELAWARE ,19713 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16327-186125 
NEW YORK ,NEW YORK ,10001 ,NEW YORK ,JPMORGAN CHASE & CO. ,I-200-16334-121125 
NEW YORK ,NEW YORK ,10001 ,NEW YORK ,JPMORGAN CHASE & CO. ,I-200-16334-937406 
NEW YORK ,NEW YORK ,10017-2014 ,NEW YORK ,JPMORGAN CHASE & CO. ,I-200-16320-915525 
WILMINGTON ,DELAWARE ,19803 ,NEW CASTLE ,JPMORGAN CHASE & CO. ,I-200-16333-502935 
NEWARK ,DELAWARE ,19713 ,NEW CASTLE ,JPMORGAN CHASE &AMP; CO. ,I-200-16333-247423 
JERSEY CITY ,NEW JERSEY ,07310 ,HUDSON ,JPMORGAN CHASE &AMP; CO. ,I-200-16327-090176 
