city,state,zipcode,county,employer_name,case_number
CHICAGO ,ILLINOIS ,60604 ,COOK ,CARS.COM ,I-200-16344-777410 
CHICAGO ,ILLINOIS ,60604 ,COOK ,CARS.COM ,I-200-16264-398965 
CHICAGO ,ILLINOIS ,60604 ,COOK ,CARS.COM ,I-200-16225-396260 
CHICAGO ,ILLINOIS ,60604 ,COOK ,CARS.COM ,I-200-16175-077494 
BRICK ,NEW JERSEY ,08724 ,OCEAN ,"APOGEE MEDICAL GROUP, NEW JERSEY, PA ",I-200-16327-774312 
BRICK ,NEW JERSEY ,08724 ,OCEAN ,"APOGEE MEDICAL GROUP, NEW JERSEY, PA ",I-200-16267-751356 
IRVING ,TEXAS ,75063 ,DALLAS ,"FLEXTRONICS INTERNATIONAL USA, INC. ",I-200-16321-177894 
AUSTIN ,TEXAS ,78759 ,TRAVIS ,"FLEXTRONICS INTERNATIONAL USA, INC. ",I-200-16267-753967 
SAN DIEGO ,CALIFORNIA ,92121 ,SAN DIEGO ,"FLEXTRONICS INTERNATIONAL USA, INC. ",I-200-16209-024026 
LAWRENCEVILLE ,GEORGIA ,30044 ,GWINNETT ,TATA ELXSI LIMITED ,I-200-16351-597759 
SANTA CLARA ,CALIFORNIA ,95054 ,SANTA CLARA COUNTY ,TATA ELXSI LIMITED ,I-200-16341-607411 
SANTA CLARA ,CALIFORNIA ,95054 ,SANTA CLARA COUNTY ,TATA ELXSI LIMITED ,I-200-16340-985769 
NOVI ,MICHIGAN ,48377 ,OAKLAND COUNTY ,TATA ELXSI LIMITED ,I-200-16340-077806 
MOORESTOWN ,NEW JERSEY ,08057 ,BURLINGTON ,TATA ELXSI LIMITED ,I-200-16314-121244 
NOVI ,MICHIGAN ,48377 ,OAKLAND COUNTY ,TATA ELXSI LIMITED ,I-200-16309-859790 
PHILADELPHIA ,PENNSYLVANIA ,19103 ,PHILADELPHIA COUNTY ,TATA ELXSI LIMITED ,I-200-16267-781153 
PHILADELPHIA ,PENNSYLVANIA ,19103 ,PHILADELPHIA ,TATA ELXSI LIMITED ,I-200-16202-414605 
PHILADELPHIA ,PENNSYLVANIA ,19103 ,PHILADELPHIA ,TATA ELXSI LIMITED ,I-200-16190-551296 
PEACHTREE CITY ,GEORGIA ,30269 ,FAYETTE ,TATA ELXSI LIMITED ,I-200-16190-446302 
SMYRNA ,GEORGIA ,30082 ,COBB ,S.P. RICHARDS CO. ,I-200-16267-786611 
PROVO ,UTAH ,84604 ,UTAH ,"BRIGHTBYTES, INC. ",I-200-16287-239027 
WEBSTER ,NEW YORK ,14580 ,MONROE ,CLF-ONTARIO DBA SOLU TECHNOLOGY PARTNERS ,I-200-16267-846062 
SOMERSET ,NEW JERSEY ,08873 ,SOMERSET ,"J. KNIPPER AND COMPANY, INC. ",I-200-16266-138314 
MUNCIE ,INDIANA ,47303 ,DELAWARE ,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL PHYSICIANS, INC. ",I-200-16267-856480 
ANDERSON ,INDIANA ,46011 ,MADISON ,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL PHYSICIANS, INC. ",I-200-16256-175815 
WINCHESTER ,INDIANA ,47394 ,RANDOLPH ,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL PHYSICIANS, INC. ",I-200-16256-175818 
DALEVILLE ,INDIANA ,47334 ,DELAWARE ,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL PHYSICIANS, INC. ",I-200-16256-035836 
MUNCIE ,INDIANA ,47303 ,DELAWARE ,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL PHYSICIANS, INC. ",I-200-16256-009625 
MUNCIE ,INDIANA ,47304 ,DELAWARE ,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL PHYSICIANS, INC. ",I-200-16256-048733 
MUNCIE ,INDIANA ,47303 ,DELAWARE ,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL PHYSICIANS, INC. ",I-200-16256-786539 
BELLEVUE ,WASHINGTON ,98004 ,KING COUNTY ,"THOUGHTSPOT, INC. ",I-200-16287-705410 
PALO ALTO ,CALIFORNIA ,94306 ,SANTA CLARA ,"THOUGHTSPOT, INC. ",I-200-16267-881723 
MORRISTOWN ,NEW JERSEY ,07960 ,MORRIS ,AVAYA INC. ,I-200-16301-335930 
ACTON ,MASSACHUSETTS ,01720 ,MIDDLESEX ,AVAYA INC. ,I-200-16267-903507 
COPPELL ,TEXAS ,75019 ,DALLAS ,AVAYA INC. ,I-200-16263-522513 
COPPELL ,TEXAS ,75019 ,DALLAS ,AVAYA INC. ,I-200-16201-723448 
BILLERICA ,MASSACHUSETTS ,01821 ,MIDDLESEX ,AVAYA INC. ,I-200-16211-326862 
WILMINGTON ,NORTH CAROLINA ,28401 ,NEW HANOVER ,"PRAXAIR, INC. ",I-200-16308-171295 
TONAWANDA ,NEW YORK ,14150 ,ERIE ,"PRAXAIR, INC. ",I-200-16277-630856 
DANBURY ,CONNECTICUT ,06810 ,FAIRFIELD ,"PRAXAIR, INC. ",I-200-16258-227991 
DANBURY ,CONNECTICUT ,06810 ,FAIRFIELD ,"PRAXAIR, INC. ",I-200-16264-077071 
TONAWANDA ,NEW YORK ,14150 ,ERIE ,"PRAXAIR, INC. ",I-200-16160-710893 
TONAWANDA ,NEW YORK ,14150 ,ERIE ,"PRAXAIR, INC. ",I-200-16146-166585 
THE WOODLANDS ,TEXAS ,77380 ,MONTGOMERY ,"PRAXAIR, INC. ",I-200-16082-253964 
TONAWANDA ,NEW YORK ,14150 ,ERIE ,"PRAXAIR, INC. ",I-200-16102-191352 
CHARLOTTE ,NORTH CAROLINA ,28277 ,MECKLENBURG ,"LENDINGTREE, LLC ",I-200-16316-167562 
BURLINGAME ,CALIFORNIA ,94010 ,SAN MATEO ,"LENDINGTREE, LLC ",I-200-16307-243215 
CHARLOTTE ,NORTH CAROLINA ,28227 ,MECKLENBURG ,"LENDINGTREE, LLC ",I-200-16295-467877 
CHARLOTTE ,NORTH CAROLINA ,28277 ,MECKLENBURG ,"LENDINGTREE, LLC ",I-200-16194-595451 
HOLLYWOOD ,CALIFORNIA ,90028 ,LOS ANGELES ,"LIVE NATION WORLDWIDE, INC, ",I-200-16334-716367 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"LIVE NATION WORLDWIDE, INC. ",I-200-16306-909427 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"LIVE NATION WORLDWIDE, INC, ",I-200-16291-785700 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"LIVE NATION WORLDWIDE, INC. ",I-200-16267-924284 
