city,state,zipcode,county,employer_name,case_number
LOS ANGELES ,CALIFORNIA ,90017 ,LOS ANGELES ,URS CORPORATION ,I-200-16340-911094 
DALLAS ,TEXAS ,75207 ,DALLAS ,URS CORPORATION ,I-200-16300-320985 
BOSTON ,MASSACHUSETTS ,02110 ,SUFFOLK ,URS CORPORATION ,I-200-16285-963228 
CHARLOTTE ,NORTH CAROLINA ,28210 ,MECKLENBURG ,URS CORPORATION ,I-200-16175-106171 
AUSTIN ,TEXAS ,78729 ,TRAVIS ,URS CORPORATION ,I-200-16131-487842 
RIO RANCHO ,NEW MEXICO ,87124 ,SANDOVAL ,PRESBYTERIAN HEALTHCARE SERVICES ,I-200-16307-319810 
ALBUQUERQUE ,NEW MEXICO ,87113 ,BERNALILLO ,PRESBYTERIAN HEALTHCARE SERVICES ,I-200-16223-118834 
WESTPORT ,CONNECTICUT ,06880 ,FAIRFIELD ,"BRIDGEWATER ASSOCIATES, LP ",I-200-16252-062358 
BASKING RIDGE ,NEW JERSEY ,07920 ,SOMERSET ,VERIZON DATA SERVICES LLC ,I-200-16350-059162 
IRVING ,TEXAS ,75038 ,DALLAS ,VERIZON DATA SERVICES LLC ,I-200-16340-426953 
IRVING ,TEXAS ,75038 ,DALLASS ,VERIZON DATA SERVICES LLC ,I-200-16337-630594 
IRVING ,TEXAS ,75038 ,DALLAS ,VERIZON DATA SERVICES LLC ,I-200-16330-457665 
VALHALLA ,NEW YORK ,10595 ,WESTCHESTER ,VERIZON DATA SERVICES LLC ,I-200-16307-465151 
TEMPLE TERRACE ,FLORIDA ,33637 ,HILLSBOUROUGH ,VERIZON DATA SERVICES LLC ,I-200-16307-739944 
TEMPLE TERRACE ,FLORIDA ,33637 ,HILLSBOROUGH ,VERIZON DATA SERVICES LLC ,I-200-16305-154054 
IRVING ,TEXAS ,75038 ,DALLAS ,VERIZON DATA SERVICES LLC ,I-200-16297-858782 
CARY ,NORTH CAROLINA ,27513 ,WAKE ,VERIZON DATA SERVICES LLC ,I-200-16293-775256 
