city,state,zipcode,county,employer_name,case_number
RICHARDSON ,TEXAS ,75081 ,DALLAS ,SOFTHQ ,I-200-16350-347185 
SAN DIEGO ,CALIFORNIA ,92127 ,SAN DIEGO ,SOFTHQ INC. ,I-200-16349-953977 
RICHARDSON ,TEXAS ,75081 ,DALLAS ,SOFTHQ ,I-200-16348-071484 
NEW JERSEY ,NEW JERSEY ,07458 ,BERGEN ,SOFTHQ ,I-200-16348-705623 
HOUSTON ,TEXAS ,77063 ,HARRIS ,SOFTHQ INC. ,I-200-16326-613524 
ATLANTA ,GEORGIA ,30339 ,COBB ,SOFTHQ ,I-200-16323-915406 
MENOMONEE FALLS ,WISCONSIN ,53051 ,WAUKESHA ,SOFTHQ ,I-200-16321-868421 
WEST PALM BEACH ,FLORIDA ,33411 ,PALM BEACH ,SOFTHQ ,I-200-16314-206856 
ELK GROVE VILLAGE ,ILLINOIS ,60007 ,COOK ,SOFTHQ ,I-200-16305-099097 
LAKE MARY ,FLORIDA ,32746 ,SEMINOLE ,SOFTHQ ,I-200-16299-697261 
"ELK,GROVE VILLAGE ",ILLINOIS ,60007 ,COOK ,SOFTHQ ,I-200-16287-248662 
SANTA MONICA ,CALIFORNIA ,90404 ,LOS ANGELES ,SOFTHQ ,I-200-16281-835798 
CHICAGO ,ILLINOIS ,60602 ,ILLINOIS ,"MORNINGSTAR, INC. ",I-200-16348-053222 
CHICAGO ,ILLINOIS ,60602 ,ILLINOIS ,"MORNINGSTAR, INC. ",I-200-16337-385457 
UNIONDALE ,NEW YORK ,11556 ,NASSAU ,MORNINGSTAR CAPITAL ,I-200-16333-012253 
CHICAGO ,ILLINOIS ,60602 ,ILLINOIS ,"MORNINGSTAR, INC. ",I-200-16320-898289 
CHICAGO ,ILLINOIS ,60602 ,COOK ,"MORNINGSTAR, INC. ",I-200-16306-853752 
WASHINGTON ,DISTRICT OF COLUMBIA ,20037 ,DC ,"MORNINGSTAR, INC. ",I-200-16291-893111 
CHICAGO ,ILLINOIS ,60602 ,ILLINOIS ,"MORNINGSTAR, INC. ",I-200-16287-890093 
CHICAGO ,ILLINOIS ,60602 ,COOK ,"MORNINGSTAR, INC. ",I-200-16286-873895 
WASHINGTON ,DISTRICT OF COLUMBIA ,20037 ,DC ,"MORNINGSTAR, INC. ",I-200-16279-944910 
CHICAGO ,ILLINOIS ,60602 ,COOK ,"MORNINGSTAR, INC. ",I-200-16266-686191 
CHICAGO ,ILLINOIS ,60602 ,COOK ,"MORNINGSTAR, INC. ",I-200-16203-300225 
CHICAGO ,ILLINOIS ,60602 ,COOK ,"MORNINGSTAR, INC. ",I-200-16193-734024 
CHICAGO ,ILLINOIS ,60602 ,COOK ,"MORNINGSTAR, INC. ",I-200-16182-468500 
CHICAGO ,ILLINOIS ,60602 ,COOK ,"MORNINGSTAR, INC (A MORNINGSTAR COMPANY) ",I-200-16168-388707 
CHICAGO ,ILLINOIS ,60602 ,COOK ,"MORNINGSTAR, INC. (MORNINGSTAR INVESTMENT MANAGEMENT LLC) ",I-200-16116-370785 
MILPITAS ,CALIFORNIA ,95035 ,SANTA CLARA ,"CRITICALRIVER, INC. ",I-200-16351-708776 
MILPITAS ,CALIFORNIA ,95035 ,SANTA CLARA ,"CRITICALRIVER, INC. ",I-200-16350-197688 
SANTA CLARA ,CALIFORNIA ,95052 ,SANTA CLARA ,"CRITICALRIVER, INC. ",I-200-16350-116980 
SANTA CLARA ,CALIFORNIA ,95052 ,SANTA CLARA ,"CRITICALRIVER, INC. ",I-200-16350-823900 
SANTA CLARA ,CALIFORNIA ,95052 ,SANTA CLARA ,"CRITICALRIVER, INC. ",I-200-16350-744017 
CHICAGO ,ILLINOIS ,60601 ,COOK ,CRITICALRIVER INC. ,I-200-16327-930998 
SCHAUMBURG ,ILLINOIS ,60173 ,COOK COUNTY ,CRITICALRIVER INC. ,I-200-16305-878571 
AUSTIN ,TEXAS ,78704 ,TRAVIS ,CRITICALRIVER INC. ,I-200-16277-577559 
AUSTIN ,TEXAS ,78731 ,TRAVIS ,CHECKFREE SERVICES CORPORATION ,I-200-16298-281349 
ALPHARETTA ,GEORGIA ,30004 ,FULTON ,CHECKFREE SERVICES CORPORATION ,I-200-16265-180489 
ALPHARETTA ,GEORGIA ,30004 ,FULTON ,CHECKFREE SERVICES CORPORATION ,I-200-16257-554249 
SAN RAMON ,CALIFORNIA ,94583 ,CONTRA COSTA ,CHECKFREE SERVICES CORPORATION ,I-200-16232-256479 
LAKE WORTH ,FLORIDA ,33463 ,PALM BEACH ,CHECKFREE SERVICES CORPORATION ,I-200-16229-657579 
IRVING ,TEXAS ,75038 ,DALLAS ,VERIZON WIRELESS TEXAS LLC ,I-200-16347-572014 
IRVING ,TEXAS ,75038 ,DALLAS ,"VERIZON WIRELESS TEXAS, LLC ",I-200-16307-996692 
IRVING ,TEXAS ,75038 ,DALLAS ,VERIZON WIRELESS TEXAS LLC ,I-200-16265-193473 
NEW YORK ,NEW YORK ,10282 ,NEW YORK ,GOLDMAN SACHS BANK USA ,I-200-16322-225413 
NEW YORK ,NEW YORK ,10282 ,NEW YORK ,GOLDMAN SACHS BANK USA ,I-200-16322-543617 
NEW YORK ,NEW YORK ,10282 ,NEW YORK ,GOLDMAN SACHS BANK USA ,I-200-16316-168781 
NEW YORK ,NEW YORK ,10282 ,NEW YORK ,GOLDMAN SACHS BANK USA ,I-200-16316-369156 
JERSEY CITY ,NEW JERSEY ,07302 ,HUDSON ,GOLDMAN SACHS BANK USA ,I-200-16319-184375 
SALT LAKE CITY ,UTAH ,84101 ,SALT LAKE ,GOLDMAN SACHS BANK USA ,I-200-16295-913532 
NEW YORK ,NEW YORK ,10282 ,NEW YORK ,GOLDMAN SACHS BANK USA ,I-200-16280-130093 
NEW YORK ,NEW YORK ,10282 ,NEW YORK ,GOLDMAN SACHS BANK USA ,I-200-16278-756599 
SALT LAKE CITY ,UTAH ,84101 ,SALT LAKE ,GOLDMAN SACHS BANK USA ,I-200-16258-768065 
NEW YORK ,NEW YORK ,10282 ,NEW YORK ,GOLDMAN SACHS BANK USA ,I-200-16256-895610 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"FITBIT, INC. ",I-200-16265-217993 
SAN FRANCISCO ,CALIFORNIA ,94105 ,SAN FRANCISCO ,"FITBIT, INC. ",I-200-16259-001392 
CHICAGO ,ILLINOIS ,60606 ,COOK ,THE OPTIONS CLEARING CORPORATION ,I-200-16265-222792 
DALLAS ,TEXAS ,75205 ,DALLAS ,SOUTHERN METHODIST UNIVERSITY ,I-200-16316-624264 
DALLAS ,TEXAS ,75205 ,DALLAS ,SOUTHERN METHODIST UNIVERSITY ,I-200-16316-372990 
DALLAS ,TEXAS ,75205 ,DALLAS ,SOUTHERN METHODIST UNIVERSITY ,I-200-16267-473513 
DALLAS ,TEXAS ,75205 ,DALLAS ,SOUTHERN METHODIST UNIVERSITY ,I-200-16204-069166 
OVERLAND PARK ,KANSAS ,66211 ,JOHNSON ,"GLOBALLOGIC,INC. ",I-200-16354-386302 
CENTENNIAL ,COLORADO ,80122 ,ARAPAHOE ,"GLOBALLOGIC, INC. ",I-200-16351-563835 
CENTENNIAL ,COLORADO ,80122 ,ARAPAHOE ,"GLOBALLOGIC,INC. ",I-200-16351-408306 
CENTENNIAL ,COLORADO ,80122 ,ARAPAHOE ,"GLOBALLOGIC,INC. ",I-200-16351-781713 
MINNETONKA ,MINNESOTA ,55343 ,HENNEPIN ,"GLOBALLOGIC,INC. ",I-200-16351-715511 
OVERLAND PARK ,KANSAS ,66211 ,JOHNSON ,"GLOBALLOGIC,INC. ",I-200-16348-196808 
PETERSBURG ,FLORIDA ,33716 ,PINELLAS ,"GLOBALLOGIC, INC. ",I-200-16347-410653 
MINNETONKA ,MINNESOTA ,55343 ,HENNEPIN ,"GLOBALLOGIC,INC. ",I-200-16344-018854 
ARLINGTON ,VIRGINIA ,22209 ,ARLINGTON ,"GLOBALLOGIC,INC. ",I-200-16342-608703 
MILPITAS ,CALIFORNIA ,95035 ,SANTA CLARA ,"GLOBALLOGIC,INC. ",I-200-16342-943860 
CHARLOTTE ,NORTH CAROLINA ,28211 ,MECKLENBURG ,"GLOBALLOGIC,INC. ",I-200-16342-030329 
MILPITAS ,CALIFORNIA ,95035 ,SANTA CLARA ,"GLOBALLOGIC,INC. ",I-200-16335-106146 
WALTHAM ,MASSACHUSETTS ,02451 ,MIDDLESEX ,"GLOBALLOGIC,INC. ",I-200-16328-532031 
OVERLAND PARK ,KANSAS ,66251 ,JOHNSON ,"GLOBALLOGIC,INC. ",I-200-16327-029093 
WALTHAM ,MASSACHUSETTS ,02451 ,MIDDLESEX ,"GLOBALLOGIC,INC. ",I-200-16323-275538 
OVERLAND PARK ,KANSAS ,66251 ,JOHNSON ,"GLOBALLOGIC,INC. ",I-200-16323-205520 
OVERLAND PARK ,KANSAS ,66251 ,JOHNSON ,"GLOBALLOGIC,INC. ",I-200-16320-511735 
MENOMONEE FALLS ,WISCONSIN ,53051 ,WAUKESHA ,"GLOBALLOGIC, INC. ",I-200-16315-348543 
SAN DIEGO ,CALIFORNIA ,92121 ,SAN DIEGO ,"GLOBALLOGIC, INC. ",I-200-16315-280830 
OVERLAND PARK ,KANSAS ,66211 ,JOHNSON ,"GLOBALLOGIC,INC. ",I-200-16313-458007 
PETERSBURG ,FLORIDA ,33716 ,PINELLAS ,"GLOBALLOGIC, INC. ",I-200-16309-827238 
PETERSBURG ,FLORIDA ,33716 ,PINELLAS ,"GLOBALLOGIC, INC. ",I-200-16309-734541 
MENOMONEE FALLS ,WISCONSIN ,53051 ,WAUKESHA ,"GLOBALLOGIC, INC. ",I-200-16307-711425 
REDWOOD CITY ,CALIFORNIA ,94063 ,SAN MATEO ,"GLOBALLOGIC,INC. ",I-200-16298-438877 
PALO ALTO ,CALIFORNIA ,94304 ,SANTA CLARA ,"GLOBALLOGIC,INC. ",I-200-16298-126357 
MENOMONEE FALLS ,WISCONSIN ,53051 ,WAUKESHA ,"GLOBALLOGIC, INC. ",I-200-16294-751910 
MENOMONEE FALLS ,WISCONSIN ,53051 ,WAUKESHA ,"GLOBALLOGIC, INC. ",I-200-16293-736124 
IRVING ,TEXAS ,75063 ,DALLAS ,"GLOBALLOGIC, INC. ",I-200-16287-739506 
IRVING ,TEXAS ,75063 ,DALLAS ,"GLOBALLOGIC, INC. ",I-200-16286-435350 
OVERLAND PARK ,KANSAS ,66211 ,JOHNSON ,"GLOBALLOGIC,INC. ",I-200-16285-529267 
WESTERVILLE ,OHIO ,43081 ,FRANKLIN ,"GLOBALLOGIC,INC. ",I-200-16285-416714 
MENOMONEE FALLS ,WISCONSIN ,53051 ,WAUKESHA ,"GLOBALLOGIC, INC. ",I-200-16281-920815 
MENOMONEE FALLS ,WISCONSIN ,53051 ,WAUKESHA ,"GLOBALLOGIC, INC. ",I-200-16273-110610 
ATLANTA ,GEORGIA ,30319 ,DEKALB ,"GLOBALLOGIC, INC. ",I-200-16223-372339 
IRVING ,TEXAS ,75038 ,DALLAS ,"GLOBALLOGIC,INC. ",I-200-16181-602982 
LAS VEGAS ,NEVADA ,89101 ,CLARK ,"GLOBALLOGIC,INC. ",I-200-16182-469505 
HIAWATHA ,IOWA ,52233 ,LINN ,"GLOBALLOGIC,INC. ",I-200-16176-641332 
MILPITAS ,CALIFORNIA ,95035 ,SANTA CLARA ,"GLOBALLOGIC,INC. ",I-200-16116-682203 
REDMOND ,WASHINGTON ,98052 ,KING ,"GLOBALLOGIC,INC. ",I-200-16099-740456 
MILPITAS ,CALIFORNIA ,95035 ,SANTA CLARA ,"GLOBALLOGIC,INC. ",I-200-16096-491051 
STOCKTON ,CALIFORNIA ,95209 ,SAN JOAQUIN ,"THE GOULD MEDICAL GROUP, INC. ",I-200-16265-247899 
FREMONT ,CALIFORNIA ,94538 ,ALAMEDA ,"MAAYEE, INC. ",I-200-16288-205896 
KANSAS CITY ,MISSOURI ,64106 ,JACKSON ,UMB BANK NA ,I-200-16327-906938 
KANSAS CITY ,MISSOURI ,64106 ,JACKSON ,UMB BANK NA ,I-200-16324-242113 
KANSAS CITY ,MISSOURI ,64106 ,JACKSON ,UMB BANK NA ,I-200-16305-616152 
KANSAS CITY ,MISSOURI ,64106 ,JACKSON ,UMB BANK NA ,I-200-16258-718248 
SAN JOSE ,CALIFORNIA ,95002 ,SANTA CLARA ,"TIVO, INC. ",I-200-16335-609445 
SAN JOSE ,CALIFORNIA ,95002 ,SANTA CLARA ,"TIVO, INC. ",I-200-16322-831934 
EL SEGUNDO ,CALIFORNIA ,90245 ,LOS ANGELES COUNTY ,"NATIVO, INC. ",I-200-16292-847872 
ATLANTA ,GEORGIA ,30308 ,GEORGIA ,"POINTIVO, INC. ",I-200-16246-716588 
SAN JOSE ,CALIFORNIA ,95002 ,SANTA CLARA ,"TIVO, INC. ",I-200-16175-273110 
SAN JOSE ,CALIFORNIA ,95002 ,SANTA CLARA ,"TIVO, INC. ",I-200-16105-958956 
SAN JOSE ,CALIFORNIA ,95002 ,SANTA CLARA ,"TIVO, INC. ",I-200-16096-080555 
MORRISTOWN ,NEW JERSEY ,07960 ,MORRIS ,"QPHARMA, INC. ",I-200-16285-681239 
MORRISTOWN ,NEW JERSEY ,07960 ,MORRIS ,"QPHARMA, INC. ",I-200-16265-282511 
MORRISTOWN ,NEW JERSEY ,07960 ,MORRIS ,"QPHARMA, INC. ",I-200-16246-812640 
REDWOOD CITY ,CALIFORNIA ,94063 ,SAN MATEO ,DELPHIX CORP. ,I-200-16287-585012 
REDWOOD CITY ,CALIFORNIA ,94063 ,SAN MATEO ,DELPHIX CORP. ,I-200-16285-511119 
REDWOOD CITY ,CALIFORNIA ,94063 ,SAN MATEO ,DELPHIX CORP. ,I-200-16265-326313 
BOSTON ,MASSACHUSETTS ,02110 ,SUFFOLK ,LABCENTRIX LLC ,I-200-16265-331762 
PITTSBURGH ,PENNSYLVANIA ,15212 ,ALLEGHENY ,"HM HEALTH SOLUTIONS, INC. ",I-200-16336-562434 
CAMP HILL ,PENNSYLVANIA ,17011 ,CUMBERLAND ,"HM HEALTH SOLUTIONS, INC. ",I-200-16334-406686 
CAMP HILL ,PENNSYLVANIA ,17011 ,CUMBERLAND ,"HM HEALTH SOLUTIONS, INC. ",I-200-16309-480139 
PITTSBURGH ,PENNSYLVANIA ,15222 ,ALLEGHENY ,"HM HEALTH SOLUTIONS, INC. ",I-200-16308-693443 
CAMP HILL ,PENNSYLVANIA ,17011 ,CUMBERLAND ,"HM HEALTH SOLUTIONS, INC. ",I-200-16306-241619 
PITTSBURGH ,PENNSYLVANIA ,15212 ,ALLEGHENY ,"HM HEALTH SOLUTIONS, INC. ",I-200-16300-724886 
PITTSBURGH ,PENNSYLVANIA ,15222 ,ALLEGHENY ,"HM HEALTH SOLUTIONS, INC. ",I-200-16300-631918 
CAMP HILL ,PENNSYLVANIA ,17011 ,CUMBERLAND ,"HM HEALTH SOLUTIONS, INC. ",I-200-16300-521733 
PITTSBURGH ,PENNSYLVANIA ,15222 ,ALLEGHENY ,"HM HEALTH SOLUTIONS, INC. ",I-200-16300-267647 
CHICAGO ,ILLINOIS ,60611 ,COOK COUNTY ,"HM HEALTH SOLUTIONS, INC. ",I-200-16299-724116 
CAMP HILL ,PENNSYLVANIA ,17011 ,CUMBERLAND ,"HM HEALTH SOLUTIONS, INC. ",I-200-16298-670466 
CAMP HILL ,PENNSYLVANIA ,17011 ,CUMBERLAND ,"HM HEALTH SOLUTIONS, INC. ",I-200-16291-648355 
