city,state,zipcode,county,employer_name,case_number
HOUSTON ,TEXAS ,77072 ,HARRIS ,M-I LLC AKA M-I SWACO ,I-200-16278-880074 
LA PORTE ,TEXAS ,77571 ,HARRIS ,INVISTA S.A.R.L. ,I-200-16200-441788 
ITASCA ,ILLINOIS ,60143 ,DUPAGE ,"IMAGINEA TECHNOLOGIES, INC. ",I-200-16306-605134 
WALTHAM ,MASSACHUSETTS ,02451 ,MIDDLESEX ,"IMAGINEA TECHNOLOGIES, INC. ",I-200-16117-411212 
RACINE ,WISCONSIN ,53405 ,WISCONSIN ,"ARORA INFOTECH, INC. ",I-200-16356-821158 
NEW YORK ,NEW YORK ,10022 ,NEW YORK ,POINT72 ASSET MANAGEMENT LP ,I-200-16336-192362 
NEW YORK ,NEW YORK ,10022 ,NEW YORK ,POINT72 ASSET MANAGEMENT LP ,I-200-16336-263433 
STAMFORD ,CONNECTICUT ,06902 ,FAIRFIELD ,POINT72 ASSET MANAGEMENT LP ,I-200-16288-658667 
NEW YORK ,NEW YORK ,10022 ,NEW YORK ,POINT72 ASSET MANAGEMENT LP ,I-200-16272-379478 
DULLES ,VIRGINIA ,20166 ,LOUDOUN ,"BIGDATA DIMENSION, INC. ",I-200-16355-937366 
ATLANTA ,GEORGIA ,30350 ,FULTON ,"BIGDATA DIMENSION, INC. ",I-200-16342-818940 
ATLANTA ,GEORGIA ,30350 ,FULTON ,"BIGDATA DIMENSION, INC. ",I-200-16341-437159 
SAN FRANCISCO ,CALIFORNIA ,94107 ,SAN FRANCISCO ,GRAND ROUNDS INC. ,I-200-16236-726345 
ENGLEWOOD ,COLORADO ,80112 ,ARAPAHOE COUNTY ,SYSTEMS ANALYSTS INC ,I-200-16288-832472 
RICHMOND ,VIRGINIA ,23228 ,RICHMOND CITY ,"NATURAL SYSTEMS ANALYSTS, INC. ",I-200-16225-685920 
DALLAS ,TEXAS ,75251 ,DALLAS ,"NOVEDEA SYSTEMS, INC. ",I-200-16340-872318 
CHESTERFIELD ,MISSOURI ,63017 ,ST LOUIS ,"NOVEDEA SYSTEMS, INC. ",I-200-16340-651721 
PLANO ,TEXAS ,75075 ,COLLIN ,"NOVEDEA SYSTEMS, INC. ",I-200-16327-789715 
ST. LOUIS ,MISSOURI ,63146 ,ST. LOUIS ,"NOVEDEA SYSTEMS, INC. ",I-200-16319-625680 
MARYLAND HEIGHTS ,MISSOURI ,63167 ,SAINT LOUIS ,"NOVEDEA SYSTEMS, INC. ",I-200-16316-289158 
BOSTON ,MASSACHUSETTS ,02111 ,SUFFOLK ,"NOVEDEA SYSTEMS, INC. ",I-200-16293-529822 
BOSTON ,MASSACHUSETTS ,02111 ,SUFFOLK ,"NOVEDEA SYSTEMS, INC. ",I-200-16182-282387 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,THE UNIVERSITY OF TEXAS AT DALLAS ,I-200-16358-885393 
GALVESTON ,TEXAS ,77554 ,GALVESTON ,TEXAS A&M UNIVERSITY AT GALVESTON ,I-200-16356-959975 
COLLEGE STATION ,TEXAS ,77843-3136 ,BRAZOS ,TEXAS A&M  ENGINEERING EXPERIMENT STATION ,I-200-16355-547816 
COLLEGE STATION ,TEXAS ,77843-3368 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16355-386624 
COLLEGE STATION ,TEXAS ,77843 ,BRAZOS ,"TEXAS A&M ENGINEERING EXPERIMENT STATION, PART OF TAMUS ENGINEERING PR ",I-200-16349-185804 
COLLEGE STATION ,TEXAS ,77843 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16341-075273 
COLLEGE STATION ,TEXAS ,77843 ,BRAZOS ,"TEXAS A&M ENGINEERING EXPERIMENT STATION, PART OF TAMUS ENGINEERING PR ",I-200-16337-470124 
COLLEGE STATION ,TEXAS ,77843 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16334-659824 
COLLEGE STATION ,TEXAS ,77843 ,BRAZOS ,"TEXAS A&M AGRILIFE RESEARCH, PART OF TAMUS AGRICULTURAL PRG. ",I-200-16316-215156 
CORPUS CHRISTI ,TEXAS ,78412 ,NUECES ,TEXAS A&M UNIVERSITY CORPUS CHRISTI ,I-200-16333-062926 
COLLEGE STATION ,TEXAS ,77843 ,BRAZOS ,"TEXAS A&M TRANSPORTATION INSTITUTE, PART OF TAMUS ENGINEERING PRG. ",I-200-16333-523363 
CORPUS CHRISTI ,TEXAS ,78412 ,NUECES ,TEXAS A&M UNIVERSITY CORPUS CHRISTI ,I-200-16327-083051 
AUSTIN ,TEXAS ,78712 ,TRAVIS ,THE UNIVERSITY OF TEXAS AT AUSTIN ,I-200-16326-744418 
AUSTIN ,TEXAS ,78701 ,TRAVIS ,TEXAS ASSOCIATION OF COUNTY OFFICIALS ,I-200-16326-245893 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,THE UNIVERSITY OF TEXAS AT DALLAS ,I-200-16323-353206 
COLLEGE STATION ,TEXAS ,77845 ,BRAZOS ,TEXAS A&M ENGINEERING EXPERIMENT STATION ,I-200-16322-233723 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,THE UNIVERSITY OF TEXAS AT DALLAS ,I-200-16322-404125 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,THE UNIVERSITY OF TEXAS AT DALLAS ,I-200-16322-789247 
COLLEGE STATION ,TEXAS ,77843 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16320-533205 
AUSTIN ,TEXAS ,78712 ,TRAVIS ,THE UNIVERSITY OF TEXAS AT AUSTIN ,I-200-16316-595426 
COLLEGE STATION ,TEXAS ,77843-3003 ,BRAZOS ,TEXAS A&M  ENGINEERING EXPERIMENT STATION ,I-200-16316-016678 
COLLEGE STATION ,TEXAS ,77843-424 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16314-230495 
COLLEGE STATION ,TEXAS ,77843-3147 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16314-978391 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,THE UNIVERSITY OF TEXAS AT DALLAS ,I-200-16313-425245 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,THE UNIVERSITY OF TEXAS AT DALLAS ,I-200-16313-504998 
CORPUS CHRISTI ,TEXAS ,78412 ,NUECES ,TEXAS A&M UNIVERSITY CORPUS CHRISTI ,I-200-16312-406705 
AUSTIN ,TEXAS ,78712 ,TRAVIS ,THE UNIVERSITY OF TEXAS AT AUSTIN ,I-200-16309-691820 
AUSTIN ,TEXAS ,78701 ,TRAVIS ,THE UNIVERSITY OF TEXAS AT AUSTIN ,I-200-16305-724245 
ARLINGTON ,TEXAS ,76019 ,TARRANT ,THE UNIVERSITY OF TEXAS AT ARLINGTON ,I-200-16300-243362 
COLLEGE STATION ,TEXAS ,77843-3255 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16301-319955 
COLLEGE STATION ,TEXAS ,77843 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16299-974063 
COLLEGE STATION ,TEXAS ,77843-3002 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16298-219605 
SAN ANTONIO ,TEXAS ,78233 ,BEXAR ,"TEXAS A&M ENGINEERING EXPERIMENT STATION, PART OF TAMUS ENGINEERING PR ",I-200-16294-008759 
KINGSVILLE ,TEXAS ,78363-8202 ,KLEBERG ,TEXAS A&M UNIVERSITY  KINGSVILLE ,I-200-16286-425431 
HOUSTON ,TEXAS ,77030 ,HARRIS ,"TEXAS A&AMP;M UNIVERSITY, HEALTH SCIENCE CENTER ",I-200-16292-348859 
AUSTIN ,TEXAS ,78712 ,TRAVIS ,THE UNIVERSITY OF TEXAS AT AUSTIN ,I-200-16292-003723 
COLLEGE STATION ,TEXAS ,77843 ,BRAZOS ,TEXAS A&M ENGINEERING EXPERIMENT STATION ,I-200-16291-224831 
COLLEGE STATION ,TEXAS ,77845 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16288-363068 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,THE UNIVERSITY OF TEXAS AT DALLAS ,I-200-16286-323481 
SAN ANTONIO ,TEXAS ,78207 ,BEXAR ,UNIVERSITY OF TEXAS AT SAN ANTONIO ,I-200-16286-113212 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,THE UNIVERSITY OF TEXAS AT DALLAS ,I-200-16285-426222 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,THE UNIVERSITY OF TEXAS AT DALLAS ,I-200-16285-982483 
SAN ANTONIO ,TEXAS ,78207 ,BEXAR ,UNIVERSITY OF TEXAS AT SAN ANTONIO ,I-200-16285-749180 
HOUSTON ,TEXAS ,77030 ,TX ,"TEXAS A&AMP;M UNIVERSITY, HEALTH SCIENCE CENTER ",I-200-16285-340628 
COLLEGE STATION ,TEXAS ,77843-4458 ,BRAZOS ,TEXAS A&M UNIVERSITY ,I-200-16280-307216 
