city,state,zipcode,county,employer_name,case_number
SOUTH SAN FRANCISCO ,CALIFORNIA ,94080 ,SAN MATEO ,"GREENLAND US HOLDINGS, INC ",I-200-16336-944018 
FOND DU LAC ,WISCONSIN ,54935 ,FOND DU LAC ,"WI DENTAL, S.C. ",I-200-16343-486766 
WEST BEND ,WISCONSIN ,53095 ,WASHINGTON ,"WI DENTAL, S.C. ",I-200-16343-479576 
SAN DIEGO ,CALIFORNIA ,92121 ,SAN DIEGO ,"ACHATES POWER, INC. ",I-200-16119-189740 
HOUSTON ,TEXAS ,77042 ,HARRIS ,"PSRG, INC. ",I-200-16343-487610 
DALLAS ,TEXAS ,75201 ,DALLAS COUNTY ,"ECENTA AMERICA, INC. ",I-200-16343-491994 
CHARLOTTE ,NORTH CAROLINA ,28277 ,MECKLENBURG COUNTY ,"ECENTA AMERICA, INC. ",I-200-16111-223639 
HERNDON ,VIRGINIA ,20170 ,FAIRFAX ,"VBRICK SYSTEMS, INC. ",I-200-16348-916891 
COLLEGE STATION ,TEXAS ,77845 ,BRAZOS ,"FUJIFILM DIOSYNTH BIOTECHNOLOGIES TEXAS, LLC ",I-200-16343-524121 
SUNNYVALE ,CALIFORNIA ,94085 ,SANTA CLARA ,GRAPHWEAR TECHNOLOGIES INC. ,I-200-16265-921996 
TUCSON ,ARIZONA ,85706 ,PIMA ,SUNNYSIDE UNIFIED SCHOOL DISTRICT #12 ,I-200-16265-144188 
TUCSON ,ARIZONA ,85706 ,PIMA ,SUNNYSIDE UNIFIED SCHOOL DISTRICT #12 ,I-200-16160-965989 
CHARLOTTE ,NORTH CAROLINA ,28226 ,MECKLENBURG ,IT KEYSOURCE INC ,I-200-16343-563894 
CHARLOTTE ,NORTH CAROLINA ,28226 ,MECKLENBURG ,IT KEYSOURCE INC ,I-200-16103-272651 
HOWE ,INDIANA ,46746 ,LAGRANGE ,LENNARD AG COMPANY ,I-200-16343-569019 
SANTA CLARA ,CALIFORNIA ,95050 ,SANTA CLARA ,360 DEGREE CUSTOMER INC ,I-200-16343-470178 
ASHBURN ,VIRGINIA ,20147 ,LOUDOUN ,SSTECH LLC ,I-200-16357-415705 
ASHBURN ,VIRGINIA ,20147 ,LOUDOUN ,SSTECH LLC ,I-200-16343-577127 
COLUMBUS ,OHIO ,43229 ,FRANKLIN ,"HORIZON SCIENCE ACADEMY, INC. ",I-200-16343-585516 
LORAIN ,OHIO ,44052 ,LORAIN ,"HORIZON SCIENCE ACADEMY OF LORAIN, INC. ",I-200-16341-997966 
TOLEDO ,OHIO ,43613 ,LUCAS ,"HORIZON SCIENCE ACADEMY-TOLEDO, INC. ",I-200-16341-337770 
HERNDON ,VIRGINIA ,20170 ,FAIRAX ,CREATIVE SYSTEMS AND CONSULTING LLC ,I-200-16230-963020 
BELTON ,TEXAS ,76513 ,BELL ,UNIVERSITY OF MARY HARDIN-BAYLOR ,I-200-16343-651154 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,"AMERISOFT CONSULTING, LLC ",I-200-16344-497137 
EAST ORANGE ,NEW JERSEY ,07018 ,ESSEX ,"CENTER FOR FAMILYL GUIDANCE, P.C. ",I-200-16364-602762 
EAST ORANGE ,NEW JERSEY ,07018 ,ESSEX ,"CENTER FOR FAMILYL GUIDANCE, P.C. ",I-200-16356-634586 
BALTIMORE ,MARYLAND ,21244 ,BALTIMORE ,"GANNETT FLEMING, INC. ",I-200-16343-653685 
BALTIMORE ,MARYLAND ,21244 ,BALTIMORE ,"GANNETT FLEMING, INC. ",I-200-16139-826424 
SAN JOSE ,CALIFORNIA ,95113 ,SANTA CLARA ,"SPEAK MUSIC, INC. ",I-200-16343-945834 
SAN JOSE ,CALIFORNIA ,95113 ,SANTA CLARA ,"SPEAK MUSIC, INC. ",I-200-16343-666888 
NEW YORK ,NEW YORK ,10014 ,NEW YORK ,BARNES & NOBLE COLLEGE BOOKSELLERS LLC ,I-200-16362-439188 
SAIPAN ,NORTHERN MARIANA ISLANDS ,96950 ,SAIPAN ,NORTHERN MARIANAS COLLEGE ,I-200-16357-541576 
NEW YORK ,NEW YORK ,10014 ,NEW YORK ,"BARNES & NOBLE COLLEGE BOOKSELLERS, INC. ",I-200-16351-470282 
NEWARK ,NEW JERSEY ,07102 ,ESSEX ,"EDWARD JOSEPH COLOGNA PRODUCTIONS, INC. ",I-200-16354-991951 
ST CHARLES ,MISSOURI ,63301 ,MISSOURI ,LINDENWOOD FEMALE COLLEGE ,I-200-16334-421382 
NEW YORK ,NEW YORK ,10001 ,NEW YORK ,FIESTA COLLECTION INC ,I-200-16356-086544 
SAN DIEGO ,CALIFORNIA ,92121 ,SAN DEIGO ,COLLABERA INC. ,I-200-16354-027326 
GLEN ALLEN ,VIRGINIA ,23059 ,HENRICO ,COLLABERA INC. ,I-200-16351-128917 
NEW YORK ,NEW YORK ,10178 ,NEW YORK ,"CURTIS, MALLET-PREVOST, COLE & MOSLE LLP ",I-200-16344-595993 
MECHANICSBURG ,PENNSYLVANIA ,17050 ,CUMBERLAND ,COLLASYS LLC ,I-200-16350-015414 
WINNEMUCCA ,NEVADA ,89445 ,HUMBOLDT ,"BOARD OF REGENTS, NEVADA SYS OF HIGHER EDU, GREAT BASIN COLLEGE ",I-200-16347-825215 
NEW YORK ,NEW YORK ,10032 ,NEW YORK ,COLUMBIA UNIVERSITY ,I-200-16348-538502 
BURTONSVILLE ,MARYLAND ,20866 ,MONTGOMERY ,"COLOSSAL CONTRACTORS, INC ",I-200-16348-214409 
HERKIMER ,NEW YORK ,13350 ,HERKIMER ,HERKIMER COUNTY COMMUNITY COLLEGE ,I-200-16348-508511 
OTTUMWA ,IOWA ,52501 ,WAPELLO ,INDIAN HILLS COMMUNITY COLLEGE ,I-200-16348-812154 
TEMPLE TERRACE ,FLORIDA ,33637 ,HILLSBOROUGH ,COLUMBUS INTERNATIONAL CORPORATION ,I-200-16348-190836 
SEATTLE ,WASHINGTON ,98101 ,KING ,"ACCOLADE, INC. ",I-200-16344-552054 
NEW YORK ,NEW YORK ,10027 ,NEW YORK ,COLUMBIA UNIVERSITY ,I-200-16347-307645 
ALPHARETTA ,GEORGIA ,30009 ,FULTON ,COLLABERA INC. ,I-200-16347-145970 
DENVER ,COLORADO ,80203 ,DENVER ,UNIVERSITY OF COLORADO ,I-200-16344-866744 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16344-891784 
NEW YORK ,NEW YORK ,10032 ,NEW YORK ,COLUMBIA UNIVERSITY ,I-200-16343-952451 
MECHANICSBURG ,PENNSYLVANIA ,17050 ,CUMBERLAND ,COLLASYS LLC ,I-200-16343-194412 
ANNVILLE ,PENNSYLVANIA ,17003 ,LEBANON ,LEBANON VALLEY COLLEGE ,I-200-16343-868547 
NEW YORK ,NEW YORK ,10021 ,NEW YORK ,WEILL CORNELL MEDICAL COLLEGE ,I-200-16341-435452 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16342-724798 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16342-013801 
SUNNYVALE ,CALIFORNIA ,94086 ,SANTA CLARA COUNTY ,COLUMBIAN CHEMICALS COMPANY ,I-200-16341-870922 
GRINNELL ,IOWA ,50112 ,POWESHIEK ,TRUSTEES OF GRINNELL COLLEGE ,I-200-16334-879502 
SCOTTSDALE ,ARIZONA ,85258 ,MARICOPA ,COLLABERA INC. ,I-200-16341-296454 
WASHINGTON ,DISTRICT OF COLUMBIA ,20001 ,DISTRICT OF COLUMBIA ,ASSOCIATION OF AMERICAN MEDICAL COLLEGES ,I-200-16300-506596 
HOUSTON ,TEXAS ,77030 ,HARRIS ,BAYLOR COLLEGE OF MEDICINE ,I-200-16341-413558 
CEDAR RAPIDS ,IOWA ,52498 ,LINN ,ROCKWELL COLLINS INC. ,I-200-16340-045683 
WORTHINGTON ,OHIO ,43085 ,FRANKLIN ,COLLABERA INC. ,I-200-16341-866644 
HOUSTON ,TEXAS ,77030 ,HARRIS ,BAYLOR COLLEGE OF MEDICINE ,I-200-16341-119690 
DAVENPORT ,IOWA ,52803-5287 ,IOWA ,PALMER COLLEGE FOUNDATION ,I-200-16334-922528 
MCLEAN ,VIRGINIA ,22102 ,FAIRFAX COUNTY ,"COLLABRALINK TECHNOLOGIES, INC. ",I-200-16341-274856 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC. ,I-200-16341-171395 
NEW YORK ,NEW YORK ,10027 ,NEW YORK ,COLUMBIA UNIVERSITY ,I-200-16337-183929 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC. ,I-200-16338-604224 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16337-176878 
ANN ARBOR ,MICHIGAN ,48105 ,WASHTENAW ,COLLASYS LLC ,I-200-16336-025229 
MELBOURNE ,FLORIDA ,32901 ,BREVARD ,ROCKWELL COLLINS INC. ,I-200-16334-765839 
ASHLAND ,VIRGINIA ,23005 ,HANOVER COUNTY ,RANDOLPH MACON COLLEGE ,I-200-16335-562754 
IRVING ,TEXAS ,75038 ,DALLAS ,COLLABERA INC. ,I-200-16335-303871 
BOULDER ,COLORADO ,80309 ,BOULDER ,UNIVERSITY OF COLORADO ,I-200-16335-356704 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16335-946658 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC. ,I-200-16335-055858 
WATSONVILLE ,CALIFORNIA ,95076 ,SANTA CRUZ COUNTY ,"DRISCOLL'S, INC. ",I-200-16334-028037 
HARRISBURG ,PENNSYLVANIA ,17110 ,DAUPHINE ,COLLASYS LLC ,I-200-16334-723682 
MINNETONKA ,MINNESOTA ,55343 ,HENNEPIN ,"ACCOLITE, INC. ",I-200-16334-433943 
DALTON ,GEORGIA ,30720 ,GEORGIA ,DALTON STATE COLLEGE ,I-200-16334-861386 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16334-830922 
CHARLOTTE ,NORTH CAROLINA ,28202 ,MECKLENBURG ,COLLABERA INC. ,I-200-16334-548805 
HOUSTON ,TEXAS ,77002 ,HARRIS ,HOUSTON COMMUNITY COLLEGE FOUNDATION ,I-200-16333-025473 
ATLANTA ,GEORGIA ,30313 ,FULTON ,THE COCA-COLA COMPANY ,I-200-16326-966963 
BOULDER ,COLORADO ,80303 ,BOULDER ,UNIVERSITY OF COLORADO ,I-200-16333-781976 
WORTHINGTON ,OHIO ,43085 ,FRANKLIN ,COLLABERA INC. ,I-200-16333-944736 
IRVING ,TEXAS ,75038 ,DALLAS ,COLLABERA INC. ,I-200-16333-532399 
MELBOURNE ,FLORIDA ,32901 ,BREVARD ,ROCKWELL COLLINS INC. ,I-200-16327-647397 
RESTON ,VIRGINIA ,20191 ,FAIRFAX ,AMERICAN COLLEGE OF RADIOLOGY ,I-200-16327-013959 
AURORA ,COLORADO ,80045 ,ADAMS ,UNIVERSITY OF COLORADO ,I-200-16326-968710 
BATON ROUGE ,LOUISIANA ,70803 ,EAST BATON ROUGE ,LOUISIANA STATE UNIVERSITY AND A & M COLLEGE ,I-200-16328-897955 
"BRONX,NEW YORK ",NEW YORK ,10461 ,BRONX ,ALBERT EINSTEIN COLLEGE OF MEDICINE ,I-200-16328-494014 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16328-483817 
OAKLAND ,CALIFORNIA ,94612 ,ALAMEDA ,LINCOLN UNIVERSITY ,I-200-16328-971097 
BOULDER ,COLORADO ,80309 ,BOULDER ,UNIVERSITY OF COLORADO ,I-200-16327-197417 
PLYMOUTH MEETING ,PENNSYLVANIA ,19462 ,MONTGOMERY ,"ACCOLADE, INC. ",I-200-16321-309884 
SAN FRANCISCO ,CALIFORNIA ,94129 ,SAN FRANCISCO ,COLLECTIVE HERITAGE INSTITUTE ,I-200-16326-339571 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC. ,I-200-16327-545491 
DENVER ,COLORADO ,80204 ,DENVER ,UNIVERSITY OF COLORADO ,I-200-16323-903583 
NEW YORK ,NEW YORK ,10027 ,MANHATTAN ,COLUMBIA UNIVERSITY ,I-200-16326-068912 
WORTHINGTON ,OHIO ,43085 ,FRANKLIN ,COLLABERA INC. ,I-200-16326-864654 
NEW YORK CITY ,NEW YORK ,10036 ,NEW YORK ,COLLABERA INC. ,I-200-16326-073182 
FLUSHING ,NEW YORK ,11367 ,NEW YORK ,QUEENS COLLEGE OF THE CITY UNIVERSITY OF NEW YORK ,I-200-16325-435016 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16324-511949 
AURORA ,COLORADO ,80045 ,ADAMS ,UNIVERSITY OF COLORADO ,I-200-16323-237424 
GRINNELL ,IOWA ,50112 ,POWESHIEK ,TRUSTEES OF GRINNELL COLLEGE ,I-200-16323-283495 
CHICAGO ,ILLINOIS ,60642 ,COOK ,"NATIONAL COLLEGIATE SCOUTING ASSOCIATION, LLC ",I-200-16323-721308 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16323-813015 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16323-687716 
AUSTIN ,TEXAS ,78744 ,TRAVIS ,LOWER COLORADO RIVER AUTHORITY ,I-200-16320-188930 
SANTA FE ,NEW MEXICO ,87501 ,SANTA FE ,COLLECTIVE HERITAGE INSTITUTE ,I-200-16322-722211 
NEW YORK ,NEW YORK ,10027 ,MANHATTAN ,COLUMBIA UNIVERSITY ,I-200-15050-305409 
MASSILLON ,OHIO ,44646 ,STARK ,"COLD HEADED FASTENERS & ASSEMBLIES, INC. ",I-200-16322-505334 
RIVERDALE ,NEW YORK ,10471 ,BRONX ,MANHATTAN COLLEGE ,I-200-16321-737805 
RESTON ,VIRGINIA ,20190 ,FAIRFAX ,COLLEGE ENTRANCE EXAMINATION BOARD ,I-200-16312-822779 
CANOGA PARK ,CALIFORNIA ,91303 ,LOS ANGELES ,"INCOLOR CONCEPTS, INC. ",I-200-16314-519684 
WASHINGTON ,DISTRICT OF COLUMBIA ,20008 ,DISTRICT OF COLUMBIA ,UNIVERSITY OF THE DISTRICT OF COLUMBIA ,I-200-16321-339704 
NEW YORK ,NEW YORK ,10032 ,NEW YORK ,COLUMBIA UNIVERSITY ,I-200-16314-380471 
GRINNELL ,IOWA ,50112 ,POWESHIEK ,TRUSTEES OF GRINNELL COLLEGE ,I-200-16319-459246 
SHREWSBURY ,MASSACHUSETTS ,01545 ,WORCESTER ,COLLABORATE SOLUTIONS INC ,I-200-16321-999554 
AURORA ,COLORADO ,80045 ,ADAMS ,UNIVERSITY OF COLORADO ,I-200-16320-807874 
BATAVIA ,ILLINOIS ,60510 ,KANE ,COLORADO STATE UNIVERSITY ,I-200-16320-731335 
HARRISBURG ,PENNSYLVANIA ,17120 ,DAUPHIN ,"COLLABRIUM SYSTEMS, LLC ",I-200-16320-968091 
