city,state,zipcode,county,employer_name,case_number
FARGO ,NORTH DAKOTA ,58102 ,CASS ,"ORACLE AMERICA, INC. ",I-200-16299-262842 
IOWA CITY ,IOWA ,52245 ,JOHNSON ,"HCL AMERICA, INC. ",I-200-16298-829196 
HILLSBORO ,OREGON ,97124 ,WASHINGTON ,"HCL AMERICA, INC. ",I-200-16298-655720 
WEST CHESTER ,PENNSYLVANIA ,19380 ,CHESTER ,"HCL AMERICA, INC. ",I-200-16298-124414 
WEBSTER ,NEW YORK ,14580 ,MONROE ,"HCL AMERICA, INC. ",I-200-16298-439823 
MALVERN ,PENNSYLVANIA ,19355 ,CHESTER ,"HCL AMERICA, INC. ",I-200-16298-913353 
ROCKVILLE ,MARYLAND ,20850 ,MONTGOMERY ,"HCL AMERICA, INC. ",I-200-16298-978835 
DORAL ,FLORIDA ,33172 ,MIAMI-DADE ,"HCL AMERICA, INC. ",I-200-16298-926842 
FARMINGTON HILLS ,MICHIGAN ,48331 ,OAKLAND ,"HCL AMERICA, INC. ",I-200-16294-963344 
WESTLAKE ,TEXAS ,76262 ,DENTON ,"HCL AMERICA, INC. ",I-200-16298-390666 
CEDAR RAPIDS ,IOWA ,52498 ,LINN ,"HCL AMERICA, INC. ",I-200-16298-239965 
RAHWAY ,NEW JERSEY ,07065 ,UNION ,"HCL AMERICA, INC. ",I-200-16298-709876 
ROUND LAKE ,ILLINOIS ,60073 ,LAKE ,"HCL AMERICA, INC. ",I-200-16298-347831 
SAN JOSE ,CALIFORNIA ,95134 ,SANTA CLARA ,"HCL AMERICA, INC. ",I-200-16298-922491 
LAS VEGAS ,NEVADA ,89109 ,CLARK ,"HCL AMERICA, INC. ",I-200-16294-184150 
PARSIPPANY ,NEW JERSEY ,07054 ,MORRIS ,"HCL AMERICA, INC. ",I-200-16294-518862 
WEST CHESTER ,PENNSYLVANIA ,19380 ,CHESTER ,"HCL AMERICA, INC. ",I-200-16294-951088 
SAN JOSE ,CALIFORNIA ,95134 ,SANTA CLARA ,"HCL AMERICA, INC. ",I-200-16298-262850 
SANTA CLARA ,CALIFORNIA ,95054 ,SANTA CLARA ,"HCL AMERICA, INC. ",I-200-16270-305524 
LAWRENCEVILLE ,GEORGIA ,30044 ,GWINNETT ,"HCL AMERICA, INC. ",I-200-16298-281507 
WAYNE ,NEW JERSEY ,07470 ,PASSAIC ,"HCL AMERICA, INC. ",I-200-16298-579660 
SAN FRANCISCO ,CALIFORNIA ,94107 ,SAN FRANCISCO ,"HCL AMERICA, INC. ",I-200-16298-793400 
COLLIERVILLE ,TENNESSEE ,38017 ,SHELBY ,"HCL AMERICA, INC. ",I-200-16298-660116 
NEW ALBANY ,OHIO ,43054 ,FRANKLIN ,"HCL AMERICA, INC. ",I-200-16270-572230 
NEW ALBANY ,OHIO ,43054 ,FRANKLIN ,"HCL AMERICA, INC. ",I-200-16298-333473 
BOTHELL ,WASHINGTON ,98021 ,SNOHOMISH ,"HCL AMERICA, INC. ",I-200-16252-579098 
WEST TRENTON ,NEW JERSEY ,08628 ,MERCER ,"HCL AMERICA, INC. ",I-200-16298-145778 
SAN ANTONIO ,TEXAS ,78288 ,BEXAR ,"HCL AMERICA, INC. ",I-200-16294-773466 
BLOOMINGTON ,MINNESOTA ,55437 ,HENNEPIN ,"ORACLE AMERICA, INC ",I-200-16300-446822 
PLYMOUTH ,MICHIGAN ,48170 ,WAYNE ,"DVS TECHNOLOGY AMERICA, INC. ",I-200-16280-099502 
PARSIPPANY ,NEW JERSEY ,07054 ,MORRIS ,"SAP AMERICA, INC. ",I-200-16291-789245 
MILWAUKEE ,WISCONSIN ,53208 ,MILWAUKEE ,"HCL AMERICA, INC. ",I-200-16298-349258 
MILWAUKEE ,WISCONSIN ,53208 ,MILWAUKEE ,"HCL AMERICA, INC. ",I-200-16294-368074 
RIVERWOODS ,ILLINOIS ,60015 ,LAKE ,"HCL AMERICA, INC. ",I-200-16267-549604 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"HCL AMERICA, INC. ",I-200-16294-052944 
SAN ANTONIO ,TEXAS ,78288 ,BEXAR ,"HCL AMERICA, INC. ",I-200-16298-700618 
KING OF PRUSSIA ,PENNSYLVANIA ,19406 ,MONTGOMERY ,"HCL AMERICA, INC. ",I-200-16294-703274 
