city,state,zipcode,county,employer_name,case_number
MOUNT PLEASANT ,TEXAS ,75455 ,TITUS ,MOUNT PLEASANT INDEPENDENT SCHOOL DISTRICT ,I-200-16348-415912 
HOUSTON ,TEXAS ,77018 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16347-788829 
HOUSTON ,TEXAS ,77018 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16342-285264 
TEXARKANA ,TEXAS ,75503 ,TEXAS ,TEXARKANA INDEPENDENT SCHOOL DISTRICT ,I-200-16342-723107 
DALLAS ,TEXAS ,75231 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16336-197901 
DALLAS ,TEXAS ,75223 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16335-277477 
HOUSTON ,TEXAS ,77061 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16335-213174 
HOUSTON ,TEXAS ,77061 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16334-955008 
DALLAS ,TEXAS ,75217 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16322-930284 
HOUSTON ,TEXAS ,77057 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16321-252122 
DALLAS ,TEXAS ,75229 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16316-948492 
HOUSTON ,TEXAS ,77036 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16315-601895 
MOUNT PLEASANT ,TEXAS ,75455 ,TITUS ,MOUNT PLEASANT INDEPENDENT SCHOOL DISTRICT ,I-200-16314-858744 
GARLAND ,TEXAS ,75041 ,DALLAS ,GARLAND INDEPENDENT SCHOOL DISTRICT ,I-200-16312-211638 
PORT ARTHUR ,TEXAS ,77642 ,JEFFERSON ,PORT ARTHUR INDEPENDENT SCHOOL DISTRICT ,I-200-16312-114741 
GARLAND ,TEXAS ,75041 ,DALLAS ,GARLAND INDEPENDENT SCHOOL DISTRICT ,I-200-16294-834485 
DALLAS ,TEXAS ,75203 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16298-684825 
DALLAS ,TEXAS ,75208 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16298-730529 
HOUSTON ,TEXAS ,77045 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16288-424373 
HOUSTON ,TEXAS ,77022 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16288-442064 
WICHITA FALLS ,TEXAS ,76310 ,WHICHITA ,WICHITA FALLS INDEPENDENT SCHOOL DISTRICT ,I-200-16281-213253 
TYLER ,TEXAS ,75074 ,SMITH ,TYLER INDEPENDENT SCHOOL DISTRICT ,I-200-16281-037558 
DALLAS ,TEXAS ,75231 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16280-873446 
HOUSTON ,TEXAS ,77036 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16259-568264 
FORT WORTH ,TEXAS ,76112 ,TARRANT ,FORT WORTH INDEPENDENT SCHOOL DISTRICT ,I-200-16278-074602 
NORTH RICHLAND HILLS ,TEXAS ,76180 ,TARRANT ,BIRDVILLE INDEPENDENT SCHOOL DISTRICT ,I-200-16280-685854 
NORTH RICHLAND HILLS ,TEXAS ,76180 ,TARRANT ,BIRDVILLE INDEPENDENT SCHOOL DISTRICT ,I-200-16278-192102 
DALLAS ,TEXAS ,75208 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16277-065063 
HOUSTON ,TEXAS ,77018 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16277-281754 
DALLAS ,TEXAS ,75217 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16264-443701 
DALLAS ,TEXAS ,75215 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16263-373641 
LIVINGSTON ,TEXAS ,77351 ,POLK ,LIVINGSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16251-958118 
DONNA ,TEXAS ,78537 ,HIDALGO ,DONNA INDEPENDENT SCHOOL DISTRICT ,I-200-16257-530605 
DALLAS ,TEXAS ,75237 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16251-135492 
PORT ARTHUR ,TEXAS ,77640 ,JEFFERSON ,PORT ARTHUR INDEPENDENT SCHOOL DISTRICT ,I-200-16250-569419 
DALLAS ,TEXAS ,75228 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16245-295989 
WACO ,TEXAS ,76710 ,MCLENNAN ,WACO INDEPENDENT SCHOOL DISTRICT ,I-200-16237-526872 
DALLAS ,TEXAS ,75227 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16242-414295 
DALLAS ,TEXAS ,75211 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16242-431459 
SEAGOVILLE ,TEXAS ,75159 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16236-605597 
DALLAS ,TEXAS ,75229 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16236-334505 
DALLAS ,TEXAS ,75212 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16236-834822 
DALLAS ,TEXAS ,75217 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16225-109634 
CROSBY ,TEXAS ,77532 ,HARRIS ,CROSBY INDEPENDENT SCHOOL DISTRICT ,I-200-16209-091590 
ODESSA ,TEXAS ,79761 ,ECTOR ,ECTOR COUNTY INDEPENDENT SCHOOL DISTRICT ,I-200-16204-387903 
DALLAS ,TEXAS ,75228 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16203-094430 
HOUSTON ,TEXAS ,77053 ,FORT BEND ,FORT BEND INDEPENDENT SCHOOL DISTRICT ,I-200-16187-024618 
DALLAS ,TEXAS ,75220 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16200-485820 
DALLAS ,TEXAS ,75233 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16200-015341 
PORT ARTHUR ,TEXAS ,77642 ,JEFFERSON ,PORT ARTHUR INDEPENDENT SCHOOL DISTRICT ,I-200-16196-811798 
MISSOURI CITY ,TEXAS ,77489 ,FORT BEND ,FORT BEND INDEPENDENT SCHOOL DISTRICT ,I-200-16182-907191 
MOUNT PLEASANT ,TEXAS ,75455-1117 ,TITUS ,MOUNT PLEASANT INDEPENDENT SCHOOL DISTRICT ,I-200-16182-698000 
ODESSA ,TEXAS ,79760 ,ECTOR ,ECTOR COUNTY INDEPENDENT SCHOOL DISTRICT ,I-200-16161-984221 
HOUSTON ,TEXAS ,77016 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16180-663138 
HOUSTON ,TEXAS ,77063 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16180-738920 
HOUSTON ,TEXAS ,77045 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16180-526081 
HOUSTON ,TEXAS ,77087 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16175-986090 
GARLAND ,TEXAS ,75040 ,DALLAS ,GARLAND INDEPENDENT SCHOOL DISTRICT ,I-200-16167-102960 
HOUSTON ,TEXAS ,77043 ,HARRIS ,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT ,I-200-16166-111436 
FORT WORTH ,TEXAS ,76110 ,TARRANT ,FORT WORTH INDEPENDENT SCHOOL DISTRICT ,I-200-16159-001482 
DALLAS ,TEXAS ,75254 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16137-196650 
MESQUITE ,TEXAS ,75150 ,DALLAS ,MESQUITE INDEPENDENT SCHOOL DISTRICT ,I-200-16060-193650 
TYLER ,TEXAS ,75702 ,SMITH ,TYLER INDEPENDENT SCHOOL DISTRICT ,I-200-16127-410922 
DALLAS ,TEXAS ,75218 ,DALLAS ,DALLAS INDEPENDENT SCHOOL DISTRICT ,I-200-16124-855662 
TYLER ,TEXAS ,75702 ,SMITH ,TYLER INDEPENDENT SCHOOL DISTRICT ,I-200-16098-975398 
HOUSTON ,TEXAS ,77076 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16116-790077 
CARRIZO SPRINGS ,TEXAS ,78834 ,DIMMIT ,CARRIZO SPRINGS CONSOLIDATED INDEPENDENT SCHOOL DISTRICT ,I-200-16103-874232 
HOUSTON ,TEXAS ,77009 ,HARRIS ,HOUSTON INDEPENDENT SCHOOL DISTRICT ,I-200-16097-743785 
PHARR ,TEXAS ,78577 ,HIDALGO ,PHARR-SAN JUAN-ALAMO INDEPENDENT SCHOOL DISTRICT ,I-200-16095-242704 
PORT ARTHUR ,TEXAS ,77642 ,JEFFERSON ,PORT ARTHUR INDEPENDENT SCHOOL DISTRICT ,I-200-16095-122071 
FRIDLEY ,MINNESOTA ,55432 ,ANOKA ,INDEPENDENT SCHOOL DISTRICT #16 ,I-200-16090-121347 
SAN FRANCISCO ,CALIFORNIA ,94104 ,SAN FRANCISCO ,"LITHIUM TECHNOLOGIES, INC. ",I-200-16168-349459 
FOXBOROUGH ,MASSACHUSETTS ,02035 ,NORFOLK ,"ICONICS, INC. ",I-200-16147-483398 
SAN DIEGO ,CALIFORNIA ,92121 ,SAN DIEGO ,"NEOFLUIDICS, LLC ",I-200-16278-740299 
SAN MARCOS ,CALIFORNIA ,92078 ,SAN DIEGO COUNTY ,FLUID COMPONENTS INTERNATIONAL LLC ,I-200-16229-498538 
ALPHARETTA ,GEORGIA ,30005 ,FULTON COUNTY ,INGENICO INC. ,I-200-16343-304940 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"STRATA MARKETING, INC. ",I-200-16173-071537 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"STRATA MARKETING, INC. ",I-200-16162-955575 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"STRATA MARKETING, INC. ",I-200-16162-210957 
CHICAGO ,ILLINOIS ,60603 ,COOK ,"STRATA MARKETING, INC. ",I-200-16097-124346 
REDLANDS ,CALIFORNIA ,92373 ,SAN BERNARDINO ,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC. ",I-200-16259-515388 
REDLANDS ,CALIFORNIA ,92373 ,SAN BERNADINO ,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC. (ESRI) ",I-200-16251-546963 
REDLANDS ,CALIFORNIA ,92373 ,SAN BERNARDINO ,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC. ",I-200-16251-336323 
REDLANDS ,CALIFORNIA ,92373 ,SAN BERNADINO ,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC. (ESRI) ",I-200-16189-682779 
REDLANDS ,CALIFORNIA ,92373 ,SAN BERNADINO ,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC. (ESRI) ",I-200-16176-771371 
REDLANDS ,CALIFORNIA ,92373 ,SAN BERNARDINO ,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC. ",I-200-16152-560547 
REDLANDS ,CALIFORNIA ,92373 ,SAN BERNADINO ,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC. (ESRI) ",I-200-16109-703808 
REDLANDS ,CALIFORNIA ,92373 ,SAN BERNARDINO ,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC. ",I-200-16147-608152 
REDLANDS ,CALIFORNIA ,92373 ,SAN BERNADINO ,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC. (ESRI) ",I-200-16118-609875 
