CountryName,CountryCode,IndicatorName,IndicatorCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Aruba","ABW","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01177000999451","0.992529988288879","0.999750018119812","0.989000022411346","0.977540016174316","0.952910006046295","0.963500022888184","0.967639982700348","0.987230002880096","1.00573003292084","1.00407004356384","1.01434004306793","1.00870001316071","1.02143001556396","","","","",
"Andorra","AND","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","1.14837002754211","","","","","","","","1.02509999275208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.167620003223419","0.161620005965233","0.161269992589951","0.169190004467964","0.167410001158714","0.174390003085136","0.181160002946854","0.192839995026588","0.199399992823601","","","0.243000000715256","0.485190004110336","","0.471810013055801","0.478139996528625","0.53355997800827","","0.502579987049103","","","0.538160026073456","","0.36081999540329","0.430269986391068","0.471839994192123","","","","","","0","","0.544319987297058","0.40625","0.548959970474243","0.575089991092682","0.569609999656677","0.589020013809204","0.613089978694916","0.62950998544693","0.667779982089996","0.673780024051666","0.659749984741211","0.658339977264404","","",
"Angola","AGO","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.561800003051758","0.581579983234406","","","","","","","","","","0.82098001241684","0.786180019378662","","","","","","","","","","","","","","","0.817089974880219","","","","","","","","","","0.841690003871918","0.833209991455078","0.788010001182556","0.639500021934509","","","","","",
"Albania","ALB","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","0.931029975414276","","0.932420015335083","0.936640024185181","0.926379978656769","0.922100007534027","0.933160006999969","0.958620011806488","0.949919998645782","0.939170002937317","0.938549995422363","0.941150009632111","0.954439997673035","0.952289998531342","0.942910015583038","0.944400012493134","1.00516998767853","1.03440999984741","0.995140016078949","0.971119999885559","0.975189983844757","0.958119988441467","","0.955219984054565","0.962689995765686","0.973630011081696","","","0.966570019721985","0.964990019798279","0.972899973392487","0.98580002784729","0.988160014152527","1.00293004512787","0.98444002866745","0.968909978866577","0.960770010948181","0.951499998569489","0.943859994411469","","",
"Arab World","ARB","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.620239973068237","0.618380010128021","0.624469995498657","0.631839990615845","0.639069974422455","0.643679976463318","0.652339994907379","0.663139998912811","0.671779990196228","0.692239999771118","0.703649997711182","0.715539991855621","0.725409984588623","0.733229994773865","0.740369975566864","0.749419987201691","0.758170008659363","0.767409980297089","0.771030008792877","0.782100021839142","0.792689979076386","0.799300014972687","0.812950015068054","0.820330023765564","0.823310017585754","0.836749970912933","0.821780025959015","0.845139980316162","0.856440007686615","0.867690026760101","0.876439988613129","0.885190010070801","0.89477002620697","0.903240025043488","0.90709000825882","0.914059996604919","0.917789995670319","0.920210003852844","0.922550022602081","0.923330008983612","0.925040006637573","0.924019992351532","0.930369973182678","0.931039988994598","0.930490016937256","","",
"United Arab Emirates","ARE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","0.837939977645874","0.936959981918335","0.943719983100891","0.952509999275208","1.01935994625092","1.05232000350952","1.03334999084473","0.997300028800964","0.957790017127991","0.981530010700226","0.979229986667633","0.9721400141716","0.973450005054474","0.990559995174408","1.03006994724274","1.04917001724243","1.05782997608185","1.05730998516083","1.04921996593475","1.04694998264313","1.0436999797821","1.02566003799438","1.00943005084991","","1.03348994255066","1.04579997062683","1.04197001457214","","","","","","","","","","","","","","","","","",
"Argentina","ARG","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.03324997425079","1.02989995479584","1.02277994155884","1.02951002120972","1.02658998966217","1.03029000759125","1.02727997303009","1.02866005897522","1.03747999668121","1.02321004867554","1.02485001087189","1.02455997467041","1.01254999637604","","1.01809000968933","1.02794003486633","1.0147500038147","1.01620995998383","1.05675005912781","","","","","","","","1.02532994747162","1.0283499956131","1.01707005500793","1.03150999546051","1.02401995658875","1.02514004707336","1.02435004711151","1.02714002132416","1.03167998790741","1.03586995601654","1.04244995117188","1.04797005653381","1.050989985466","1.04797995090485","1.0359799861908","1.0396900177002","1.03366994857788","1.03007996082306","","","",
"Armenia","ARM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05761003494263","","","","","","","1.13171994686127","1.15051996707916","1.16696000099182","","","","","","","",
"American Samoa","ASM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
